,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,212396.45575237274,35894.6714755818,0.888811275413966,2.18210363388062,1.57205679188813,61.4354178044784,152.255753404019,173.594676924236,51.3293266296387,63.7782211303711,112.005905151367,25,86,84,207,130,223,212396,61.4354178044784,152.255753404019,173.594676924236
1,2,Parietal_L,Left,1,145462.31212759018,35091.227852741,0.729309870074233,1.46159613132477,1.78619119036999,58.049751825219,90.6012085630611,178.224051642353,56.3619995117188,64.3483123779297,82.3784790039062,22,86,39,136,124,225,290924,58.049751825219,90.6012085630611,178.224051642353
2,3,Temporal_L,Left,1,125780.26989459991,21670.5730240902,0.869453990615974,2.02423429489136,1.46535897443731,46.3167037684847,111.762283351884,138.530116075688,45.0360870361328,52.9014663696289,91.1635971069336,19,84,56,163,106,172,377340,46.3167037684847,111.762283351884,138.530116075688
3,4,Occipital_L,Left,1,56693.121649980545,13654.129751159,0.70338229886655,1.40684235095978,2.18034397193787,68.2553401654525,58.0417511862135,144.501719789039,39.5376167297363,50.4709167480469,55.6231918334961,32,90,33,102,119,183,226772,68.2553401654525,58.0417511862135,144.501719789039
4,5,BrainStem_L,Left,1,10010.021479129791,3333.67453415622,0.971473237584875,4.21675443649292,1.74137299204588,79.0350649350649,109.990609390609,119.002697302697,12.6483430862427,27.587760925293,53.3349571228027,69,85,94,127,89,149,50050,79.0350649350649,109.990609390609,119.002697302697
5,6,Cerebellum_L,Left,1,74548.15996265411,10686.02138507,0.655712865468869,1.32448506355286,2.66617438151702,63.5134946611579,82.943727531255,111.826299833664,41.3543548583984,51.6740684509277,54.7732276916504,29,85,52,118,88,148,447288,63.5134946611579,82.943727531255,111.826299833664
6,7,Frontal_R,Right,2,215620.46267032623,35637.3260543083,0.875433788688165,2.06894516944885,1.59926339992504,106.996387162601,153.3060755032,174.457156107968,53.6596984863281,62.8907356262207,111.018974304199,82,147,84,206,131,223,1509340,106.996387162601,153.3060755032,174.457156107968
7,8,Parietal_R,Right,2,147965.3174984455,35528.6793835888,0.667896351329885,1.3436267375946,1.47228614972416,112.53821511844,94.3661000912378,179.504085425607,58.5560264587402,66.6973724365234,78.6774444580078,84,149,48,138,140,224,1183720,112.53821511844,94.3661000912378,179.504085425607
8,9,Temporal_R,Right,2,119544.25651359558,21436.4389439132,0.876986258983002,2.08109855651855,1.74912683030475,123.918381516429,115.311174128354,139.702661781436,42.7982597351074,53.3014984130859,89.0673980712891,85,150,59,163,108,169,1075896,123.918381516429,115.311174128354,139.702661781436
9,10,Occipital_R,Right,2,56752.12177658081,13647.4812115582,0.681340483398326,1.36618256568909,1.12328010379241,104.888426839583,62.4557548632647,148.856146038906,40.9114227294922,49.3997650146484,55.8924713134766,85,136,37,107,123,189,567520,104.888426839583,62.4557548632647,148.856146038906
10,11,BrainStem_R,Right,2,10888.023363113403,3555.64833141165,0.96925556233405,4.06411218643188,1.37443213223346,89.4538023512123,110.120407788391,118.67128949302,13.3168258666992,28.0748405456543,54.1210746765137,83,99,94,127,89,149,119768,89.4538023512123,110.120407788391,118.67128949302
11,12,Cerebellum_R,Right,2,73646.15802717209,10595.8919116273,0.647390354269978,1.31206285953522,0.184639573231674,105.572929962252,82.6927192243978,114.054354615322,41.2481002807617,51.6325645446777,54.1200981140137,83,140,52,118,89,148,883752,105.572929962252,82.6927192243978,114.054354615322
