,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,579.0012423992157,510.364552462545,0.980132301311922,5.04172468185425,1.32266066218014,65.4386873920553,126.899827288428,124.932642487047,4.77757120132446,10.0185146331787,24.0871982574463,62.0,71.0,113.0,137.0,121.0,131.0,2895.0,65.4386873920553,126.899827288428,124.932642487047
2,2,6,right aLEC,579.0012423992157,518.644893711222,0.981519665648001,5.22571706771851,1.83161063749417,102.613126079447,127.224525043178,125.683937823834,5.25635242462158,8.72796154022217,27.4682102203369,98.0,108.0,112.0,138.0,122.0,131.0,3474.0,102.613126079447,127.224525043178,125.683937823834
3,3,7,left pMEC,339.00072741508484,362.037797453272,0.982624425311944,5.38778400421143,1.1639142904934,66.2241887905605,117.421828908555,129.716814159292,3.953688621521,8.14612674713135,21.3016204833984,58.0,71.0,108.0,129.0,125.0,135.0,2373.0,66.2241887905605,117.421828908555,129.716814159292
4,4,8,right pMEC,339.00072741508484,360.059407112326,0.984354785648692,5.67544031143188,1.95342198207622,102.306784660767,118.548672566372,130.427728613569,3.99087405204773,7.43961238861084,22.6499671936035,97.0,109.0,109.0,132.0,127.0,135.0,2712.0,102.306784660767,118.548672566372,130.427728613569
5,5,9,left perirhinal,1939.004160642624,1053.97778498347,0.947453375690829,3.12603664398193,1.34592322852149,56.3512119649304,120.015471892728,123.891696750903,9.37630939483643,12.5413360595703,29.3106861114502,48.0,62.0,98.0,134.0,115.0,132.0,17451.0,56.3512119649304,120.015471892728,123.891696750903
6,6,10,right perirhinal,1742.0037379264832,985.786733122594,0.953915722302689,3.33250403404236,1.86207937467649,111.386911595867,120.533869115959,123.970723306544,9.13891983032227,11.2211637496948,30.4554882049561,105.0,120.0,107.0,136.0,116.0,132.0,17420.0,111.386911595867,120.533869115959,123.970723306544
7,7,11,left parahippocampal,2941.0063107013702,1563.01607134487,0.939422721228432,2.91748666763306,1.99369968726565,61.0571234274056,98.865011900714,135.059163549813,9.84341239929199,20.0598812103271,28.7180233001709,50.0,73.0,87.0,113.0,124.0,144.0,32351.0,61.0571234274056,98.865011900714,135.059163549813
8,8,12,right parahippocampal,2815.0060403347015,1564.39376484601,0.909288868795648,2.40288996696472,1.2392115413133,107.634813499112,101.196802841918,135.714387211368,10.7936983108521,21.1279354095459,25.9360694885254,95.0,118.0,88.0,115.0,124.0,144.0,33780.0,107.634813499112,101.196802841918,135.714387211368
9,9,13,left DG/CA3,781.0016758441925,791.336650946376,0.989412137433671,6.89022636413574,1.4909943222453,59.2266325224072,112.231754161332,139.59795134443,5.6135950088501,15.2260274887085,38.6789398193359,54.0,71.0,95.0,125.0,132.0,155.0,10153.0,59.2266325224072,112.231754161332,139.59795134443
10,10,14,right DG/CA3,814.0017466545105,766.281976161288,0.988162673984682,6.51849317550659,1.75157856865738,110.646191646192,115.022113022113,139.570024570025,5.41959524154663,14.0076684951782,35.3275947570801,99.0,117.0,99.0,127.0,132.0,155.0,11396.0,110.646191646192,115.022113022113,139.570024570025
11,11,15,left CA1,2105.004516839981,1753.67354971421,0.988425410359137,6.59162569046021,1.65529908654886,59.7472684085511,112.716864608076,138.959144893112,8.51790332794189,22.7516422271729,56.1468315124512,51.0,74.0,93.0,131.0,127.0,154.0,31575.0,59.7472684085511,112.716864608076,138.959144893112
12,12,16,right CA1,2169.0046541690826,1740.26028803587,0.986349326649219,6.07288646697998,1.55494483957497,109.838635315814,116.162286768096,138.444444444444,8.79719543457031,21.9901371002197,53.4243698120117,97.0,118.0,97.0,133.0,127.0,155.0,34704.0,109.838635315814,116.162286768096,138.444444444444
13,13,17,left subiculum,914.0019612312317,863.337507725626,0.994237796510668,9.32861709594727,1.60090711777774,62.3150984682713,115.022975929978,135.502188183807,4.15693807601929,12.3754081726074,38.7784843444824,55.0,70.0,99.0,130.0,127.0,146.0,15538.0,62.3150984682713,115.022975929978,135.502188183807
14,14,18,right subiculum,911.00195479393,859.264518963464,0.993961660682537,9.113450050354,1.55653189869993,106.98682766191,116.928649835346,135.771679473106,4.24925565719604,12.551383972168,38.7253799438477,99.0,114.0,101.0,132.0,127.0,148.0,16398.0,106.98682766191,116.928649835346,135.771679473106
