,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,202678.8523364067,36433.1774855958,0.849355917072291,1.89458322525024,1.57436322045164,74.6732632721532,157.098524768107,177.437763962897,54.9238471984863,62.5343742370605,104.057800292969,38,100,91,208,137,224,202680,74.6732632721532,157.098524768107,177.437763962897
1,2,Parietal_L,Left,1,141483.19885516167,32740.5887068956,0.698554768906055,1.39751350879669,2.10817475238494,73.2119462271352,96.8181702524667,180.566636510135,55.9074287414551,63.5136108398438,78.1313858032227,34,104,55,139,146,223,282968,73.2119462271352,96.8181702524667,180.566636510135
2,3,Temporal_L,Left,1,115274.34726208448,21765.5054163499,0.876550806183427,2.07766580581665,1.59669870455498,58.6983821296899,119.623873346346,143.210114942529,42.3417854309082,55.0515441894531,87.9720840454102,30,98,66,169,113,174,345825,58.6983821296899,119.623873346346,143.210114942529
3,4,Occipital_L,Left,1,50707.71286892891,12505.8936787588,0.701872517692137,1.40389776229858,2.31098612320093,84.7686952749073,68.4243314664353,145.867792064369,39.5844268798828,47.2970657348633,55.5724868774414,48,109,45,116,120,181,202832,84.7686952749073,68.4243314664353,145.867792064369
4,5,BrainStem_L,Left,1,9119.948358535767,3199.44263717538,0.969925142723944,4.10840606689453,1.82371428558548,93.6366228070175,117.017105263158,123.051973684211,12.6991138458252,26.4274787902832,52.1731147766113,83,99,102,134,92,151,45600,93.6366228070175,117.017105263158,123.051973684211
5,6,Cerebellum_L,Left,1,74131.58023190498,10777.3150580095,0.652466816462751,1.31957924365997,0.928674023864789,77.9812361733125,89.146846166298,114.890452166406,41.1436157226562,51.7385482788086,54.2922630310059,45,104,58,125,90,148,444792,77.9812361733125,89.146846166298,114.890452166406
6,7,Frontal_R,Right,2,202852.85135114193,35480.2189160936,0.873921984079642,2.05733299255371,1.63819512456252,121.757909629586,156.777421199483,177.613510209313,52.4776344299316,61.8167991638184,107.963966369629,97,159,89,208,136,224,1419978,121.757909629586,156.777421199483,177.613510209313
7,8,Parietal_R,Right,2,148791.15747404099,33667.8989697063,0.66290036880786,1.33563482761383,1.63884895745204,129.987008710146,97.4769678477337,179.868675735255,56.7508316040039,67.6922225952148,75.7983856201172,98,168,52,142,144,223,1190336,129.987008710146,97.4769678477337,179.868675735255
8,9,Temporal_R,Right,2,115633.34522926807,21679.6080937357,0.857764999932279,1.94536626338959,1.82722434667932,141.753385682412,121.018541259491,142.411885777539,44.1048889160156,55.6942825317383,85.800163269043,98,172,65,167,112,174,1040706,141.753385682412,121.018541259491,142.411885777539
9,10,Occipital_R,Right,2,51737.70703661442,12942.4340827209,0.692715096311369,1.38655614852905,1.10292014374198,126.030190575592,68.8191851250532,147.491688894043,39.557243347168,49.531078338623,54.8483390808105,99,161,43,111,122,184,517380,126.030190575592,68.8191851250532,147.491688894043
10,11,BrainStem_R,Right,2,10642.939734637737,3495.73619003975,0.963055402477665,3.71328449249268,1.37696966296424,104.297190641736,116.640045100066,122.385699520812,14.2431526184082,26.7039489746094,52.8888778686523,98,115,102,134,92,151,117073,104.297190641736,116.640045100066,122.385699520812
11,12,Cerebellum_R,Right,2,78393.55609858036,11155.0199821102,0.614117230162511,1.26708209514618,2.50959092191658,121.188343495676,88.5467765390208,115.332091741715,43.7267074584961,50.0446853637695,55.405330657959,98,157,56,126,89,147,940728,121.188343495676,88.5467765390208,115.332091741715
