,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,201351.5095606679,36335.4282762733,0.843444393908814,1.86144685745239,1.4838985686937,93.5835184837599,167.879468163584,125.080290537031,58.4484367370605,64.6093063354492,108.79866027832,51,122,97,220,79,170,229093,93.5835184837599,167.879468163584,125.080290537031
1,2,Parietal_L,Left,1,150057.60075738654,35787.250563487,0.813519030666142,1.71957719326019,1.78147816435327,82.5591218986482,104.057200759084,129.573518731111,53.1972846984863,69.7139205932617,91.4768371582031,45,118,51,158,95,169,341464,82.5591218986482,104.057200759084,129.573518731111
2,3,Temporal_L,Left,1,121797.21550592221,22568.5458015051,0.886415612441499,2.16033935546875,1.39664374088717,71.6911630994819,130.69055694266,91.6869127855792,43.5181503295898,59.799072265625,94.0139694213867,42,115,66,185,63,124,415734,71.6911630994819,130.69055694266,91.6869127855792
3,4,Occipital_L,Left,1,53740.78672018368,13084.5146988052,0.793436275883981,1.64297127723694,1.99702933600557,87.7218578788127,70.9960094856489,98.2443699403058,38.4486503601074,48.6017913818359,63.1700286865234,54,113,42,117,76,134,244580,87.7218578788127,70.9960094856489,98.2443699403058
4,5,BrainStem_L,Left,1,10066.125280992128,3420.17833067462,0.963162124622424,3.7185583114624,1.46079917716947,108.744259146075,124.198899851567,69.2774818824762,13.6291007995605,31.2717876434326,50.680606842041,99,117,107,142,41,99,57265,108.744259146075,124.198899851567,69.2774818824762
5,6,Cerebellum_L,Left,1,75989.44605512079,10734.4354696013,0.768974936020475,1.56426239013672,2.49212363911277,88.0908060467967,96.2722446477521,65.3385419678692,38.4673194885254,55.6517448425293,60.172981262207,54,114,61,133,42,98,518754,88.0908060467967,96.2722446477521,65.3385419678692
6,7,Frontal_R,Right,2,204493.6031500809,36681.3371715958,0.849083522652481,1.89301216602325,1.55693019304962,143.54717021679,163.785178881496,124.365662660959,58.1811027526855,64.6466903686523,110.137535095215,115,187,92,220,81,169,1628676,143.54717021679,163.785178881496,124.365662660959
7,8,Parietal_R,Right,2,145331.71621744987,35475.0794113882,0.7663523638284,1.55661284923553,1.26124921295272,143.915793293218,99.4832632820296,127.894511807928,54.7780570983887,71.9740219116211,85.2682266235352,111,188,48,166,92,169,1322840,143.915793293218,99.4832632820296,127.894511807928
8,9,Temporal_R,Right,2,124138.62454709597,24110.9359397071,0.900762008856583,2.30248689651489,1.59999450210287,160.267158493932,123.758811118506,90.4922615086164,42.257568359375,62.2497901916504,97.297492980957,115,193,63,180,60,118,1271178,160.267158493932,123.758811118506,90.4922615086164
9,10,Occipital_R,Right,2,54174.08801796846,13023.6362961782,0.753408384440177,1.52079021930695,0.76216914421925,133.844511502644,66.9906388915929,98.2717155001785,40.3007202148438,50.7353134155273,61.2889404296875,109,170,40,112,73,132,616380,133.844511502644,66.9906388915929,98.2717155001785
10,11,BrainStem_R,Right,2,11232.435265090317,3696.02886097932,0.960855304747562,3.60944795608521,1.25666677448386,119.848122065728,122.003599374022,68.0618935837246,14.7571229934692,30.3513031005859,53.2650680541992,111,132,106,141,41,99,140580,119.848122065728,122.003599374022,68.0618935837246
11,12,Cerebellum_R,Right,2,77085.44345539995,10952.5153455365,0.716137875598676,1.43274927139282,0.0946941234511409,135.535231341071,91.8666225799831,64.6794175997081,40.7945976257324,55.7422142028809,58.448429107666,107,171,58,131,40,98,1052472,135.535231341071,91.8666225799831,64.6794175997081
