,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,203847.0,37291.5096419938,0.864870050943167,1.99204850196838,1.59481333025408,87.8738416557516,127.741006735444,180.039765117956,54.5998268127441,60.9335479736328,108.765502929688,49,114,60,183,135,218,203847,87.8738416557516,127.741006735444,180.039765117956
1,2,Parietal_L,Left,1,138466.0,33713.9587617172,0.70324699379345,1.40657734870911,2.14633698208938,85.3662848641544,68.411776176101,169.739315066515,56.1140403747559,63.029483795166,78.9287414550781,45,115,29,114,133,211,276932,85.3662848641544,68.411776176101,169.739315066515
2,3,Temporal_L,Left,1,118975.0,23141.9097936855,0.821215533031092,1.75248551368713,1.56588680654778,71.6288127757932,104.714671149401,137.157856692582,47.12353515625,55.1053123474121,82.5833129882812,46,112,55,153,108,169,356925,71.6288127757932,104.714671149401,137.157856692582
3,4,Occipital_L,Left,1,47764.0,12456.2791879715,0.727962514486126,1.45854043960571,2.15133861562485,93.1944351394356,54.5359057030399,130.316284230801,38.7658958435059,43.9749603271484,56.5416259765625,60,115,28,94,103,163,191056,93.1944351394356,54.5359057030399,130.316284230801
4,5,BrainStem_L,Left,1,9379.0,3242.71463313909,0.970715005924564,4.16260814666748,2.60228259882415,107.525429150229,102.841987418701,115.38394285105,12.4803495407104,25.5832214355469,51.9508018493652,97,113,90,117,82,144,46895,107.525429150229,102.841987418701,115.38394285105
5,6,Cerebellum_L,Left,1,68786.0,10215.2636785998,0.663751170164168,1.33698165416718,3.12761152564573,92.4582037042421,78.8503329165819,102.651368010932,39.5466232299805,50.2280502319336,52.8731079101562,62,115,48,112,80,137,412716,92.4582037042421,78.8503329165819,102.651368010932
6,7,Frontal_R,Right,2,203522.0,35420.607436781,0.875988561750915,2.07326126098633,1.64170700825245,134.628457857136,127.481338626782,179.409626477727,52.6528854370117,62.0579566955566,109.163185119629,108,174,56,183,135,218,1424654,134.628457857136,127.481338626782,179.409626477727
7,8,Parietal_R,Right,2,140603.0,35171.7008719075,0.649045545049681,1.31449317932129,1.35496969811906,141.552008136384,69.3485558629617,166.985363043463,58.5092582702637,65.4340515136719,76.9100189208984,112,177,28,128,130,209,1124824,141.552008136384,69.3485558629617,166.985363043463
8,9,Temporal_R,Right,2,119378.0,22453.0453034133,0.84786768040208,1.88605272769928,1.72644908224388,152.916090066846,103.729950242088,135.172050126489,45.8661689758301,53.3219604492188,86.5060119628906,112,180,49,153,107,163,1074402,152.916090066846,103.729950242088,135.172050126489
9,10,Occipital_R,Right,2,56474.0,13801.0088416902,0.694605058292035,1.39006412029266,0.777861894220915,133.926019053016,50.4162446435528,127.319562984736,40.4633598327637,47.8809967041016,56.2466659545898,112,167,26,90,100,165,564740,133.926019053016,50.4162446435528,127.319562984736
10,11,BrainStem_R,Right,2,10289.0,3421.49380790753,0.968201758841344,3.99727153778076,1.39927357431936,118.102245116143,102.644183108174,114.188259306055,13.6942481994629,24.750020980835,54.7396278381348,111,128,90,117,82,144,113179,118.102245116143,102.644183108174,114.188259306055
11,12,Cerebellum_R,Right,2,69501.0,10410.113479089,0.712162617919894,1.42447197437286,2.50125146886564,135.359002028748,78.6336311707745,100.817412699098,39.0795936584473,49.2825546264648,55.6677856445312,111,166,48,112,78,137,834012,135.359002028748,78.6336311707745,100.817412699098
