,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,212553.0,35048.1132901385,0.887739363844865,2.17227721214294,1.55594143562883,98.1238420535114,153.651239926042,160.645081462035,51.4230155944824,63.6028099060059,111.705039978027,60,121,84,208,118,209,212553,98.1238420535114,153.651239926042,160.645081462035
1,2,Parietal_L,Left,1,147526.0,33916.8116424575,0.734195144447081,1.47288739681244,1.7445265950777,93.3335344278297,92.241882786763,163.407277361279,55.9614219665527,64.550048828125,82.4248733520508,58,121,43,137,110,210,295052,93.3335344278297,92.241882786763,163.407277361279
2,3,Temporal_L,Left,1,126938.0,21733.586914413,0.869849298606291,2.02709197998047,1.44455418518451,81.6471584553089,114.423923490208,124.441018449952,45.135139465332,53.1360397338867,91.4930801391602,55,119,59,166,93,159,380814,81.6471584553089,114.423923490208,124.441018449952
3,4,Occipital_L,Left,1,57978.0,13745.4621728187,0.694438359803385,1.38975322246552,2.1601410220496,102.513384387181,60.1269274552416,128.665252337093,39.960994720459,50.669075012207,55.5359230041504,66,124,35,104,103,167,231912,102.513384387181,60.1269274552416,128.665252337093
4,5,BrainStem_L,Left,1,10060.0,3377.12136489549,0.97203676427672,4.2584228515625,1.74104961813196,114.31421471173,112.727435387674,104.161829025845,12.7366247177124,27.5800838470459,54.2379341125488,87,120,98,129,73,134,50300,114.31421471173,112.727435387674,104.161829025845
5,6,Cerebellum_L,Left,1,75958.0,10734.5229781659,0.652619008276382,1.31980752944946,2.60950475399656,98.3266936991495,86.2798520234867,96.6460412333131,41.6828880310059,51.7768325805664,55.0133895874023,66,120,55,121,72,133,455748,98.3266936991495,86.2798520234867,96.6460412333131
6,7,Frontal_R,Right,2,215663.0,34653.0121602556,0.876096073660074,2.0741012096405,1.57473177197811,143.771968302398,153.297375998665,161.084186902714,53.8050842285156,62.4044570922852,111.597190856934,119,183,84,207,115,209,1509641,143.771968302398,153.297375998665,161.084186902714
7,8,Parietal_R,Right,2,149548.0,34198.7876517123,0.665835535272943,1.34030556678772,1.4440950815009,147.750220664937,94.4708655414984,164.395538556183,58.6860313415527,66.5227508544922,78.6572113037109,119,185,49,138,125,208,1196384,147.750220664937,94.4708655414984,164.395538556183
8,9,Temporal_R,Right,2,121150.0,21235.7410089616,0.873300880403164,2.05262398719788,1.71709907474141,159.717160544779,116.170268262485,124.89632686752,43.2490196228027,53.4515113830566,88.7739791870117,120,186,61,164,94,155,1090350,159.717160544779,116.170268262485,124.89632686752
9,10,Occipital_R,Right,2,58263.0,13371.1706244085,0.680439166229272,1.36462032794952,1.0848607273072,139.155501776428,63.7627825549663,132.822013971131,41.2738494873047,50.1478538513184,56.3231353759766,119,171,38,108,105,173,582630,139.155501776428,63.7627825549663,132.822013971131
10,11,BrainStem_R,Right,2,10984.0,3533.78755863979,0.968599921548568,4.02212810516357,1.30758046588343,124.758739985433,112.667334304443,104.388838310269,13.3411273956299,28.0188617706299,53.659725189209,118,135,98,129,74,134,120824,124.758739985433,112.667334304443,104.388838310269
11,12,Cerebellum_R,Right,2,74112.0,10572.2481745903,0.631253683189497,1.28936362266541,0.114927338735337,140.178068329016,85.0069354490501,98.4918906519862,41.5952949523926,52.1520538330078,53.6314582824707,118,174,54,121,74,133,889344,140.178068329016,85.0069354490501,98.4918906519862
