,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,576.0,495.106607091006,0.980758328414569,5.12227439880371,1.26571230740275,101.411458333333,129.850694444444,110.949652777778,4.70452117919922,9.8966703414917,24.0978488922119,97.0,106.0,116.0,140.0,106.0,117.0,2880.0,101.411458333333,129.850694444444,110.949652777778
2,2,6,right aLEC,604.0,534.10511456733,0.981471931040274,5.21904420852661,1.82872936395847,138.218543046358,129.506622516556,111.533112582781,5.22804069519043,9.21717834472656,27.2853755950928,134.0,143.0,114.0,140.0,107.0,117.0,3624.0,138.218543046358,129.506622516556,111.533112582781
3,3,7,left pMEC,304.0,347.005834763476,0.986208220972609,6.04195499420166,1.17148900569257,101.904605263158,120.611842105263,115.473684210526,3.65783715248108,7.77920913696289,22.1004867553711,93.0,107.0,111.0,132.0,111.0,122.0,2128.0,101.904605263158,120.611842105263,115.473684210526
4,4,8,right pMEC,343.0,356.908874784031,0.984804444447302,5.75814867019653,1.92356137832677,137.548104956268,121.02915451895,116.221574344023,3.99898409843445,7.1759991645813,23.0267448425293,133.0,144.0,110.0,133.0,113.0,121.0,2744.0,137.548104956268,121.02915451895,116.221574344023
5,5,9,left perirhinal,1976.0,1073.27860756403,0.945382969946595,3.0678448677063,1.31903303796136,92.1148785425101,123.406882591093,109.799089068826,9.48464584350586,12.9928827285767,29.0974216461182,83.0,98.0,110.0,137.0,100.0,117.0,17784.0,92.1148785425101,123.406882591093,109.799089068826
6,6,10,right perirhinal,1784.0,979.536114648923,0.956103049569035,3.4126124382019,1.82104899454935,146.951793721973,122.274103139013,109.709641255605,8.99448871612549,11.1936006546021,30.6947040557861,141.0,155.0,109.0,137.0,102.0,117.0,17840.0,146.951793721973,122.274103139013,109.709641255605
7,7,11,left parahippocampal,2979.0,1619.47615503326,0.936540744678109,2.85258889198303,2.02707844115909,96.1040617656932,101.634441087613,120.384021483719,10.1443424224854,20.1910953521729,28.9376373291016,83.0,109.0,89.0,116.0,109.0,129.0,32769.0,96.1040617656932,101.634441087613,120.384021483719
8,8,12,right parahippocampal,2889.0,1580.22733295135,0.901085516705818,2.30605268478394,1.34565232561531,142.897542402215,102.708203530633,120.993423329872,11.1943111419678,21.3149833679199,25.8146724700928,130.0,153.0,89.0,118.0,109.0,129.0,34668.0,142.897542402215,102.708203530633,120.993423329872
9,9,13,left DG/CA3,875.0,836.838564745129,0.989386383409917,6.88190603256226,1.47159333129316,94.6697142857143,115.219428571429,125.235428571429,5.61352396011353,15.0459070205688,38.6317443847656,88.0,109.0,97.0,128.0,118.0,140.0,11375.0,94.6697142857143,115.219428571429,125.235428571429
10,10,14,right DG/CA3,807.0,770.592816745887,0.988311781889696,6.55969429016113,1.70570250483027,146.147459727385,116.463444857497,125.40644361834,5.47501850128174,14.2360849380493,35.9144477844238,134.0,152.0,100.0,129.0,118.0,140.0,11298.0,146.147459727385,116.463444857497,125.40644361834
11,11,15,left CA1,2126.0,1763.42675597386,0.987850753280824,6.43477582931519,1.63617940838063,95.3588899341486,115.182502351834,124.725305738476,8.75469398498535,22.6756725311279,56.3344917297363,87.0,110.0,95.0,135.0,114.0,140.0,31890.0,95.3588899341486,115.182502351834,124.725305738476
12,12,16,right CA1,2094.0,1703.92108048478,0.987422983873177,6.32507991790771,1.52859865694814,145.279369627507,117.870582617001,124.13323782235,8.53600978851318,22.1363830566406,53.9909439086914,132.0,154.0,99.0,135.0,113.0,140.0,33504.0,145.279369627507,117.870582617001,124.13323782235
13,13,17,left subiculum,883.0,841.598396700616,0.994062056885795,9.18993949890137,1.60937536512024,97.8980747451869,117.775764439411,121.251415628539,4.19975996017456,12.2353668212891,38.5955390930176,90.0,105.0,101.0,134.0,113.0,133.0,15011.0,97.8980747451869,117.775764439411,121.251415628539
14,14,18,right subiculum,932.0,857.676367893016,0.99405207175589,9.18224620819092,1.55512229506542,142.578326180258,119.084763948498,121.245708154506,4.21576404571533,12.6026830673218,38.7101821899414,135.0,150.0,103.0,134.0,112.0,133.0,16776.0,142.578326180258,119.084763948498,121.245708154506
