,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,6012.0,2352.92217327284,0.943568965908695,3.0195415019989,1.17260205402888,92.7549900199601,133.802894211577,136.803559547572,12.4098844528198,22.6624317169189,37.4721603393555,82,105,113,151,120,149,6012,92.7549900199601,133.802894211577,136.803559547572
1,2,BN_STR_Ca_Left,3912.0,2324.14544471365,0.950368822376989,3.21413660049438,1.32879587592861,103.484918200409,135.83563394683,144.506134969325,16.2108688354492,25.1901416778564,52.103946685791,79,113,99,153,122,156,7824,103.484918200409,135.83563394683,144.506134969325
2,3,BN_STR_NAC_Left,468.0,341.871875477152,0.885786324729953,2.15473914146423,2.97944375989842,107.867521367521,139.470085470085,129.416666666667,6.19046497344971,8.6920919418335,13.3388376235962,101,113,136,144,125,135,1404,107.867521367521,139.470085470085,129.416666666667
3,4,EXA_Left,175.0,245.252810321365,0.882633326476646,2.12737822532654,3.04750253575109,110.257142857143,132.805714285714,135.508571428571,7.4082932472229,8.12088966369629,15.7602424621582,100,114,129,138,128,143,700,110.257142857143,132.805714285714,135.508571428571
4,5,BN_GP_GPe_Left,829.0,611.454788709666,0.946298462693846,3.0931568145752,0.737751554775164,99.1495778045838,130.826296743064,135.232810615199,6.88945055007935,10.9189624786377,21.3101501464844,90,108,121,138,130,141,4145,99.1495778045838,130.826296743064,135.232810615199
5,6,BN_GP_GPi_Left,508.0,374.270741783601,0.911892590991948,2.43647527694702,0.494652184992378,100.299212598425,127.387795275591,130.594488188976,6.08523654937744,8.87961196899414,14.8265285491943,93,107,123,132,125,135,3048,100.299212598425,127.387795275591,130.594488188976
6,7,MTg_SN_SNc_Left,151.0,237.902267030011,0.974817988550487,4.48426485061646,1.73670569158506,108.476821192053,114.105960264901,118.377483443709,2.84622812271118,10.2078113555908,12.763240814209,104,113,109,119,114,123,1057,108.476821192053,114.105960264901,118.377483443709
7,8,MTg_RN_Left,318.0,241.822972133273,0.787838303636811,1.62368738651276,1.52543318621415,111.783018867925,113.116352201258,122.389937106918,6.33648490905762,7.10052967071533,10.2884702682495,108,115,109,118,117,127,2544,111.783018867925,113.116352201258,122.389937106918
8,9,MTg_SN_SNr_Left,302.0,361.586252267433,0.972515467538749,4.29482650756836,1.21405826307864,106.860927152318,117.119205298013,120.013245033113,3.43503880500793,12.0363569259644,14.7528953552246,102,112,110,123,114,125,2718,106.860927152318,117.119205298013,120.013245033113
9,10,MTg_VTR_PBP_Left,144.0,239.674616444999,0.982679386085829,5.39625072479248,1.79361540206515,109.423611111111,114.506944444444,120.319444444444,2.78283858299255,9.36421394348145,15.0168943405151,104,114,109,119,114,126,1440,109.423611111111,114.506944444444,120.319444444444
10,11,MTg_VTR_VTA_Left,57.0,94.6896657854684,0.954345276840256,3.34777688980103,1.7061548059677,113.350877192982,112.350877192982,115.859649122807,2.90780377388,4.47600841522217,9.73467826843262,111,115,109,116,112,120,627,113.350877192982,112.350877192982,115.859649122807
