,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,5493.0,2336.9398591904,0.95492999310327,3.36891913414001,1.33893408937152,62.9659566721282,134.297105406881,140.587110868378,11.8803405761719,21.0460681915283,40.0239067077637,54,73,111,153,127,153,5493,62.9659566721282,134.297105406881,140.587110868378
1,2,BN_STR_Ca_Left,5646.0,2781.79510372975,0.958750231094968,3.51803112030029,1.4233798339524,73.2042153737159,138.977683315622,148.466879206518,16.0130233764648,27.2634315490723,56.3343162536621,53,82,96,157,130,163,11292,73.2042153737159,138.977683315622,148.466879206518
2,3,BN_STR_NAC_Left,469.0,339.523574545672,0.845147595203192,1.87079191207886,0.0240809350213538,76.8336886993603,142.586353944563,131.682302771855,6.73631191253662,8.56481266021729,12.602237701416,71,82,139,147,127,137,1407,76.8336886993603,142.586353944563,131.682302771855
3,4,EXA_Left,204.0,273.717021216958,0.915231887275199,2.48183584213257,0.175203376414989,79.5,135.955882352941,138.406862745098,6.85989189147949,9.27231597900391,17.02512550354,70,83,133,141,131,148,816,79.5,135.955882352941,138.406862745098
4,5,BN_GP_GPe_Left,598.0,544.457090706778,0.957861486024331,3.4815239906311,0.935713146480169,68.9648829431438,132.102006688963,139.379598662207,6.16417503356934,10.5573129653931,21.4607238769531,62,76,121,140,134,145,2990,68.9648829431438,132.102006688963,139.379598662207
5,6,BN_GP_GPi_Left,395.0,342.747124688786,0.94750140230107,3.12742757797241,0.691887713443859,69.9746835443038,128.878481012658,135.615189873418,4.78939962387085,9.1593074798584,14.9785003662109,64,77,123,133,130,140,2370,69.9746835443038,128.878481012658,135.615189873418
6,7,MTg_SN_SNc_Left,95.0,171.410689132147,0.976858395068923,4.67536449432373,1.89279096189033,80.6421052631579,115.652631578947,126.410526315789,2.31824159622192,9.34652996063232,10.8386240005493,77,84,111,121,122,130,665,80.6421052631579,115.652631578947,126.410526315789
7,8,MTg_RN_Left,219.0,187.550074017552,0.820795070779187,1.75063061714172,1.7175214766397,83.2785388127854,115.680365296804,130.059360730594,5.35345458984375,6.59942436218262,9.37192153930664,80,86,112,120,126,133,1752,83.2785388127854,115.680365296804,130.059360730594
8,9,MTg_SN_SNr_Left,258.0,312.778758785808,0.971924371694054,4.25001192092896,1.43672000267769,78.4031007751938,118.46511627907,127.624031007752,3.2708945274353,10.9930639266968,13.9013404846191,74,82,112,125,123,132,2322,78.4031007751938,118.46511627907,127.624031007752
9,10,MTg_VTR_PBP_Left,84.0,163.835143416442,0.986587333757797,6.12616395950317,1.9400651167869,81.2976190476191,116.72619047619,128.130952380952,2.10947346687317,8.7362585067749,12.9229803085327,76,85,112,121,122,132,840,81.2976190476191,116.72619047619,128.130952380952
10,11,MTg_VTR_VTA_Left,42.0,75.4229222318205,0.968380964003302,4.00840091705322,1.91611223287485,84.8333333333333,114.595238095238,123.857142857143,2.56551623344421,3.53037309646606,10.2836170196533,83,87,111,118,120,128,462,84.8333333333333,114.595238095238,123.857142857143
11,12,BN_GP_VeP_Left,128.0,156.461442734034,0.941871137518714,2.97641754150391,0.206860845821643,74.9453125,136.9296875,131.625,3.51770257949829,5.92661190032959,10.4701519012451,70,80,134,140,130,134,1536,74.9453125,136.9296875,131.625
12,13,THM_ETH_HN_Left,40.0,64.7255295893641,0.933371717768711,2.78620433807373,0.767465104505681,85.1,111.225,139.675,2.699223279953,3.56299710273743,7.52058792114258,83,87,110,113,137,143,520,85.1,111.225,139.675
13,14,Die_HTH_Left,804.0,649.528274519805,0.87720205340831,2.08280658721924,1.66981928243989,82.4129353233831,130.18407960199,130.539800995025,7.90629816055298,11.3197832107544,16.4672889709473,77,86,122,139,124,138,11256,82.4129353233831,130.18407960199,130.539800995025
14,15,Die_HTH_MN_Left,45.0,63.2551044816791,0.726535342750133,1.45533061027527,2.26675224346867,85.5111111111111,126.511111111111,127.0,3.58307647705078,4.00685119628906,5.21456098556519,83,87,124,128,125,129,675,85.5111111111111,126.511111111111,127.0
15,16,Die_STH_Left,146.0,191.183039273557,0.977939914832678,4.78729152679443,0.972526170645377,77.0342465753425,121.739726027397,132.047945205479,2.68534922599792,7.13284492492676,12.8555498123169,73,81,116,127,129,134,2336,77.0342465753425,121.739726027397,132.047945205479
16,17,BN_STR_Pu_Right,5651.0,2312.59260329931,0.959002068151475,3.52859306335449,1.91492243624207,111.049371792603,135.593877189878,139.782870288445,11.4250335693359,21.66237449646,40.3142929077148,100,121,113,155,126,153,96067,111.049371792603,135.593877189878,139.782870288445
17,18,BN_STR_Ca_Right,5349.0,2616.12698657031,0.962835806898146,3.70250511169434,1.88519710281487,100.617124696205,139.612450925407,148.175733782015,15.7394695281982,27.2090702056885,58.2754669189453,91,126,99,158,129,162,96282,100.617124696205,139.612450925407,148.175733782015
