,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,578.0,507.738142327917,0.981051059530922,5.1613073348999,1.25946709266062,99.2664359861592,127.053633217993,131.098615916955,4.6032509803772,10.3781127929688,23.7587928771973,95.0,104.0,113.0,136.0,126.0,137.0,2890.0,99.2664359861592,127.053633217993,131.098615916955
2,2,6,right aLEC,615.0,537.054658348897,0.981985972150011,5.29229784011841,1.79890141828887,136.152845528455,125.69918699187,131.453658536585,5.14116382598877,9.48175621032715,27.2085704803467,132.0,140.0,110.0,137.0,127.0,137.0,3690.0,136.152845528455,125.69918699187,131.453658536585
3,3,7,left pMEC,304.0,355.36099342849,0.988232703731452,6.5377459526062,1.12789095237325,99.3947368421053,117.467105263158,135.996710526316,3.58134055137634,8.17443466186523,23.4138946533203,91.0,104.0,108.0,131.0,132.0,141.0,2128.0,99.3947368421053,117.467105263158,135.996710526316
4,4,8,right pMEC,358.0,373.838382584465,0.985699109329741,5.93419408798218,1.89261810155017,135.335195530726,117.701117318436,136.474860335196,4.02098894119263,7.1638617515564,23.861328125,131.0,142.0,107.0,130.0,133.0,141.0,2864.0,135.335195530726,117.701117318436,136.474860335196
5,5,9,left perirhinal,1929.0,1055.28362590948,0.950342983356139,3.21332144737244,1.28434852110302,89.7496111975117,120.641783307413,130.201658890617,9.24790668487549,12.6045169830322,29.7164974212646,80.0,96.0,107.0,134.0,121.0,137.0,17361.0,89.7496111975117,120.641783307413,130.201658890617
6,6,10,right perirhinal,1806.0,988.451395580386,0.951567622593396,3.25267219543457,1.78808242350413,144.631782945736,118.37430786268,129.781284606866,9.40700340270996,11.1064853668213,30.5978984832764,139.0,153.0,105.0,134.0,122.0,138.0,18060.0,144.631782945736,118.37430786268,129.781284606866
7,7,11,left parahippocampal,3004.0,1674.26124020804,0.940088268288231,2.93314337730408,2.02930777311876,93.6161784287617,99.017310252996,141.615845539281,9.98800373077393,21.1487712860107,29.2962474822998,80.0,106.0,86.0,114.0,130.0,151.0,33044.0,93.6161784287617,99.017310252996,141.615845539281
8,8,12,right parahippocampal,2930.0,1615.27275000226,0.899551846196719,2.28930377960205,1.21383067404862,140.120136518771,99.0713310580205,141.835153583618,11.3680067062378,21.2973327636719,26.0248203277588,127.0,150.0,85.0,115.0,130.0,150.0,35160.0,140.120136518771,99.0713310580205,141.835153583618
9,9,13,left DG/CA3,861.0,839.943813904484,0.989257371270605,6.84067916870117,1.45806656482933,92.2171893147503,112.605110336818,146.016260162602,5.66280364990234,15.2587442398071,38.7374229431152,85.0,104.0,94.0,126.0,138.0,161.0,11193.0,92.2171893147503,112.605110336818,146.016260162602
10,10,14,right DG/CA3,794.0,755.921506203741,0.988236101984742,6.53868436813354,1.70628364994449,144.0,113.031486146096,145.696473551637,5.40210819244385,13.6923084259033,35.322681427002,133.0,150.0,97.0,125.0,138.0,157.0,11116.0,144.0,113.031486146096,145.696473551637
11,11,15,left CA1,2159.0,1768.47798142328,0.987840681888036,6.43212699890137,1.61830216690381,93.0926354793886,113.117647058824,145.263547938861,8.80756855010986,22.4859828948975,56.6513977050781,84.0,107.0,93.0,132.0,134.0,161.0,32385.0,93.0926354793886,113.117647058824,145.263547938861
12,12,16,right CA1,2105.0,1709.30535437669,0.986892101365522,6.19649839401245,1.50310913949814,143.089786223278,114.299762470309,144.490736342043,8.72464752197266,21.8756256103516,54.0622634887695,130.0,151.0,95.0,131.0,133.0,161.0,33680.0,143.089786223278,114.299762470309,144.490736342043
13,13,17,left subiculum,946.0,889.303780451449,0.994108122020776,9.22568798065186,1.58215998153598,95.5570824524313,114.93023255814,141.952431289641,4.13492250442505,12.7931489944458,38.1475067138672,88.0,103.0,99.0,131.0,133.0,153.0,16082.0,95.5570824524313,114.93023255814,141.952431289641
14,14,18,right subiculum,960.0,880.980793803784,0.993685888028629,8.91282844543457,1.51168530680672,140.404166666667,115.198958333333,141.713541666667,4.3930983543396,12.6806564331055,39.1549301147461,133.0,147.0,99.0,130.0,132.0,154.0,17280.0,140.404166666667,115.198958333333,141.713541666667
