,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,202316.0,35159.5027007453,0.863434787314442,1.98231589794159,1.55712923529577,97.3213191245379,148.634200952965,153.287362344056,53.5325927734375,62.0119323730469,106.118507385254,59,124,81,200,114,195,202316,97.3213191245379,148.634200952965,153.287362344056
1,2,Parietal_L,Left,1,126684.0,33694.7785724283,0.762504378748763,1.54563546180725,1.793492727563,93.0274857124815,89.4634523696757,146.669832022986,53.1402626037598,63.7460517883301,82.1354751586914,57,123,44,134,107,186,253368,93.0274857124815,89.4634523696757,146.669832022986
2,3,Temporal_L,Left,1,119743.0,22480.3374294389,0.831334512388596,1.79929780960083,1.38214356333134,81.0964732802753,116.386669784455,112.484454206091,47.0210075378418,52.5696716308594,84.6047973632812,54,120,64,165,84,140,359229,81.0964732802753,116.386669784455,112.484454206091
3,4,Occipital_L,Left,1,45538.0,12535.3219007033,0.809267495300772,1.70230054855347,1.99591014954312,99.9355044138961,65.2724976942334,109.969168606439,32.6115913391113,49.67431640625,55.5147285461426,68,122,39,105,85,144,182152,99.9355044138961,65.2724976942334,109.969168606439
4,5,BrainStem_L,Left,1,9505.0,3349.30654887926,0.965879442306263,3.86112189292908,1.66316947054362,114.79589689637,113.150131509732,95.3485533929511,13.3992033004761,26.4630222320557,51.7359580993652,106,121,101,128,59,123,47525,114.79589689637,113.150131509732,95.3485533929511
5,6,Cerebellum_L,Left,1,78370.0,11078.4978834056,0.694797915825401,1.39042413234711,2.12915246573704,101.281038662754,85.6124792650249,80.2731529922164,39.9145927429199,53.2396774291992,55.4982147216797,71,123,53,121,56,117,470220,101.281038662754,85.6124792650249,80.2731529922164
6,7,Frontal_R,Right,2,198712.0,34248.7239860889,0.885144547672987,2.14907646179199,1.58384218316316,142.683743306896,145.724586336004,153.366278835702,51.1518592834473,63.1371459960938,109.929252624512,103,181,68,199,112,194,1390984,142.683743306896,145.724586336004,153.366278835702
7,8,Parietal_R,Right,2,132824.0,33527.3199049917,0.769930792175813,1.56708514690399,1.53796576242986,148.313791182316,86.700385472505,147.440884177558,51.6563835144043,64.9019546508789,80.949951171875,119,185,43,185,116,185,1062592,148.313791182316,86.700385472505,147.440884177558
8,9,Temporal_R,Right,2,115958.0,22521.8032829831,0.86232828330902,1.97492015361786,1.75075634437047,159.62265647907,111.218786112213,112.789639352179,44.8785858154297,52.3649139404297,88.6316223144531,120,187,55,161,85,142,1043622,159.62265647907,111.218786112213,112.789639352179
9,10,Occipital_R,Right,2,51885.0,14327.833607133,0.736120979015405,1.47743225097656,0.763007900823365,142.254562975812,60.3071022453503,111.456548135299,38.2640037536621,51.0213928222656,56.5324745178223,119,176,37,102,84,147,518850,142.254562975812,60.3071022453503,111.456548135299
10,11,BrainStem_R,Right,2,11927.0,3897.37079999118,0.965909323891443,3.86278438568115,0.23385515594863,124.800117380733,112.453089628574,91.3285822084346,15.6231889724731,24.8138217926025,60.3490104675293,110,136,100,128,60,123,131197,124.800117380733,112.453089628574,91.3285822084346
11,12,Cerebellum_R,Right,2,80275.0,11387.6715948811,0.645809384242815,1.30975997447968,2.46142198820289,142.143730924945,84.0255496729991,80.8499283712239,43.0254898071289,50.8770866394043,56.3530654907227,119,175,53,120,57,117,963300,142.143730924945,84.0255496729991,80.8499283712239
