,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,196877.0,31906.0919278053,0.853085647759791,1.91655004024506,1.55517566905829,94.2888199230992,145.284532982522,156.875739675026,54.7900238037109,60.2537994384766,105.007820129395,53,119,76,196,116,199,196877,94.2888199230992,145.284532982522,156.875739675026
1,2,Parietal_L,Left,1,139950.0,32824.8436387859,0.697238785805095,1.39501357078552,2.14989198893921,87.6384423008217,90.0297677742051,156.158913897821,54.6782302856445,66.8432464599609,76.2768707275391,47,119,47,132,116,196,279900,87.6384423008217,90.0297677742051,156.158913897821
2,3,Temporal_L,Left,1,122588.0,22793.5678413805,0.851290943220101,1.90587306022644,1.40793613388127,74.1624873560218,114.44018174699,118.823122981042,44.2940559387207,57.3148918151855,84.4188461303711,45,117,64,163,87,148,367764,74.1624873560218,114.44018174699,118.823122981042
3,4,Occipital_L,Left,1,48906.0,12698.7167945329,0.784731062468463,1.61332893371582,2.47927141417016,97.4372469635628,67.4214411319674,126.471353208195,37.6684379577637,45.3428955078125,60.7715797424316,60,119,43,106,92,162,195624,97.4372469635628,67.4214411319674,126.471353208195
4,5,BrainStem_L,Left,1,10394.0,3906.97369040867,0.922511428946009,2.59087657928467,1.38737054992178,110.562439869155,107.736771214162,98.3721377717914,20.1476459503174,40.5981025695801,52.2000617980957,69,118,61,124,68,127,51970,110.562439869155,107.736771214162,98.3721377717914
5,6,Cerebellum_L,Left,1,73595.0,10701.7153818734,0.726626925085763,1.45553576946259,2.59076484069565,95.2355187173042,85.7618995855697,90.3329845777566,40.7937202453613,46.2294006347656,59.3767166137695,63,119,56,118,66,124,441570,95.2355187173042,85.7618995855697,90.3329845777566
6,7,Frontal_R,Right,2,195208.0,31845.6336732539,0.869200882297721,2.02241182327271,1.60599704022049,139.988658251711,141.111983115446,157.876198721364,52.3264770507812,60.7882080078125,105.82568359375,115,182,72,193,117,197,1366456,139.988658251711,141.111983115446,157.876198721364
7,8,Parietal_R,Right,2,143505.0,31687.5719500976,0.656528971870409,1.32573103904724,2.0866917215753,147.132260199993,86.8038395874708,154.891968920944,56.2634544372559,68.2216339111328,74.5902099609375,116,186,46,130,116,195,1148040,147.132260199993,86.8038395874708,154.891968920944
8,9,Temporal_R,Right,2,116465.0,21211.2857349342,0.873201238470757,2.05187201499939,1.82946110376237,160.67230498433,112.426935130726,118.919228952904,41.5926399230957,55.7845878601074,85.3427734375,117,190,58,160,90,152,1048185,160.67230498433,112.426935130726,118.919228952904
9,10,Occipital_R,Right,2,51300.0,12310.4679259775,0.750106762493553,1.51213467121124,0.421316979136348,141.185399610136,64.2221637426901,124.141033138402,38.4785575866699,47.0403518676758,58.1847610473633,117,177,40,100,100,156,513000,141.185399610136,64.2221637426901,124.141033138402
10,11,BrainStem_R,Right,2,10747.0,3518.66588401064,0.963484769062396,3.73464393615723,1.2852855805257,122.754350051177,108.712105703917,97.6226854005769,14.3827838897705,26.3065242767334,53.7145767211914,116,134,96,125,68,127,118217,122.754350051177,108.712105703917,97.6226854005769
11,12,Cerebellum_R,Right,2,74137.0,10573.8246381707,0.690974461019594,1.38335716724396,0.155365232541346,140.465975154107,84.1134925880465,90.7172801704952,39.9663276672363,50.5877494812012,55.2877044677734,116,174,54,117,66,124,889644,140.465975154107,84.1134925880465,90.7172801704952
