,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,203793.0,33493.2006874034,0.815801126389665,1.72910892963409,1.4883068890423,61.4327037729461,136.984705068378,151.348270058344,57.2610511779785,62.6218795776367,99.0105972290039,19,89,62,187,110,189,203793,61.4327037729461,136.984705068378,151.348270058344
1,2,Parietal_L,Left,1,143235.0,34823.6743375202,0.725780271639429,1.45364356040955,2.09406897988427,52.3660488009216,81.7399239012811,145.628386916606,52.7153549194336,72.173828125,76.6293334960938,11,86,40,127,112,185,286470,52.3660488009216,81.7399239012811,145.628386916606
2,3,Temporal_L,Left,1,120305.0,22203.4619719422,0.853191707875044,1.91718733310699,1.34244345718108,40.1283321557707,110.313544740451,112.201288392004,42.7798080444336,58.6064872741699,82.0169067382812,9,85,60,158,85,139,360915,40.1283321557707,110.313544740451,112.201288392004
3,4,Occipital_L,Left,1,42769.0,11738.3298944882,0.80478638594885,1.68473672866821,2.52657957502183,57.7575346629568,60.0883350090018,112.606537445346,34.4887237548828,45.1010513305664,58.104419708252,22,83,34,99,91,138,171076,57.7575346629568,60.0883350090018,112.606537445346
4,5,BrainStem_L,Left,1,9609.0,3283.39143601515,0.958675591548595,3.5149199962616,1.72669803304228,78.6062025184723,102.36684358414,94.6915391820169,14.0622081756592,26.4949436187744,49.4275360107422,68,85,90,117,60,121,48045,78.6062025184723,102.36684358414,94.6915391820169
5,6,Cerebellum_L,Left,1,72873.0,10865.7372922599,0.711347007538263,1.42279696464539,3.03870464914487,60.353258408464,78.8010374212671,81.1658776227135,38.9930610656738,50.1532325744629,55.4792098999023,30,84,48,111,58,115,437238,60.353258408464,78.8010374212671,81.1658776227135
6,7,Frontal_R,Right,2,205350.0,33270.6492819214,0.837246927169328,1.82873857021332,1.55615150483023,111.289198928658,134.031891891892,151.702863403944,56.6891250610352,60.9549789428711,103.669586181641,85,153,65,186,112,189,1437450,111.289198928658,134.031891891892,151.702863403944
7,8,Parietal_R,Right,2,143395.0,32938.2085280815,0.704400799168667,1.40884268283844,0.523733080520155,115.473579971408,78.64300707835,144.68762509153,52.6091842651367,72.8534774780273,74.1180648803711,51,156,37,121,112,185,1147160,115.473579971408,78.64300707835,144.68762509153
8,9,Temporal_R,Right,2,117573.0,22141.5338080062,0.851768541975406,1.90869450569153,1.67403313704706,128.86200913475,106.84629974569,110.463167563982,43.2944374084473,56.6772117614746,82.635856628418,85,159,53,155,84,139,1058157,128.86200913475,106.84629974569,110.463167563982
9,10,Occipital_R,Right,2,48095.0,12507.6621187515,0.783441607090134,1.6091001033783,0.491224492576592,107.491527185778,56.7151886890529,113.526478843955,36.3566970825195,46.0929412841797,58.5015640258789,62,144,32,96,92,144,480950,107.491527185778,56.7151886890529,113.526478843955
10,11,BrainStem_R,Right,2,11960.0,3874.41651295992,0.963155755246533,3.71824336051941,0.71654666401877,89.5914715719064,101.592474916388,91.1260033444816,15.6074886322021,25.5700740814209,58.0324401855469,76,102,89,118,60,121,131560,89.5914715719064,101.592474916388,91.1260033444816
11,12,Cerebellum_R,Right,2,76419.0,11247.0781864762,0.668511118343031,1.34462428092957,2.84409510937124,104.183514570984,75.2985644931234,80.4112197228438,40.9461364746094,50.5344505310059,55.0571708679199,79,137,46,110,56,116,917028,104.183514570984,75.2985644931234,80.4112197228438
