,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,751.0,638.101575747495,0.983350864164119,5.50306177139282,1.19812312630566,98.6511318242344,131.406125166445,96.7616511318242,4.12616205215454,14.1803960800171,22.7065238952637,92.0,106.0,118.0,140.0,91.0,101.0,3755.0,98.6511318242344,131.406125166445,96.7616511318242
2,2,6,right aLEC,855.0,686.358943411126,0.983460530611989,5.52112340927124,1.98077201281911,143.897076023392,130.479532163743,98.1766081871345,4.77167224884033,12.5324010848999,26.34499168396,136.0,151.0,116.0,141.0,93.0,102.0,5130.0,143.897076023392,130.479532163743,98.1766081871345
3,3,7,left pMEC,267.0,292.169119039337,0.982952354581665,5.43890714645386,1.05153566592768,101.295880149813,122.415730337079,101.591760299625,3.40811944007874,7.58504009246826,18.5364456176758,95.0,107.0,116.0,133.0,99.0,106.0,1869.0,101.295880149813,122.415730337079,101.591760299625
4,4,8,right pMEC,306.0,340.289729857006,0.982566898232067,5.37896537780762,1.96952044749404,141.66339869281,120.970588235294,102.656862745098,3.90656208992004,7.17979907989502,21.0132617950439,136.0,148.0,113.0,135.0,100.0,107.0,2448.0,141.66339869281,120.970588235294,102.656862745098
5,5,9,left perirhinal,3029.0,1416.35899400011,0.916765863011122,2.50359869003296,1.59871646572186,87.5295477055134,129.178606800924,98.6163750412677,11.1330099105835,16.5234603881836,27.8725891113281,79.0,95.0,114.0,143.0,88.0,109.0,27261.0,87.5295477055134,129.178606800924,98.6163750412677
6,6,10,right perirhinal,3024.0,1454.88643500101,0.918304346214618,2.5260488986969,1.5998794022982,155.268518518519,126.823082010582,99.8578042328042,12.0804491043091,15.0430603027344,30.5158061981201,138.0,164.0,111.0,141.0,89.0,109.0,30240.0,155.268518518519,126.823082010582,99.8578042328042
7,7,11,left parahippocampal,4190.0,2186.92491631769,0.925559773345524,2.64129972457886,1.92949398125991,92.745107398568,104.519331742243,107.614319809069,12.2245054244995,21.203441619873,32.2885818481445,82.0,107.0,90.0,121.0,95.0,117.0,46090.0,92.745107398568,104.519331742243,107.614319809069
8,8,12,right parahippocampal,3599.0,1872.07658182137,0.928332149235876,2.68996667861938,0.92292643425497,147.911642122812,102.652959155321,108.530702973048,11.2193260192871,21.7409343719482,30.1796131134033,133.0,161.0,89.0,117.0,98.0,116.0,43188.0,147.911642122812,102.652959155321,108.530702973048
9,9,13,left DG/CA3,643.0,683.64623574953,0.984566587061345,5.71394681930542,1.44160936714161,95.6811819595645,118.654743390358,111.057542768274,5.98845767974854,13.4516296386719,34.2177276611328,91.0,106.0,102.0,130.0,104.0,125.0,8359.0,95.6811819595645,118.654743390358,111.057542768274
10,10,14,right DG/CA3,806.0,769.595316208431,0.984409455556703,5.68530464172363,1.79500086142593,147.965260545906,117.225806451613,112.260545905707,5.84348917007446,14.7620267868042,33.2220153808594,136.0,154.0,101.0,129.0,105.0,125.0,11284.0,147.965260545906,117.225806451613,112.260545905707
11,11,15,left CA1,1821.0,1546.11381473331,0.985936306130109,5.98367023468018,1.58360292237361,96.2416254805052,118.848434925865,110.909390444811,8.67443752288818,20.3382740020752,51.904972076416,88.0,108.0,100.0,135.0,100.0,125.0,27315.0,96.2416254805052,118.848434925865,110.909390444811
12,12,16,right CA1,2130.0,1736.87586019845,0.98460625952368,5.72124767303467,1.5964772771555,147.307042253521,118.407511737089,111.63661971831,9.13901996612549,22.9976978302002,52.2865982055664,134.0,158.0,99.0,136.0,100.0,126.0,34080.0,147.307042253521,118.407511737089,111.63661971831
13,13,17,left subiculum,737.0,757.518391496479,0.99437134033708,9.43831539154053,1.66168959816483,98.0054274084125,119.770691994573,107.42605156038,3.84628820419312,11.5725326538086,36.3024826049805,92.0,105.0,105.0,134.0,100.0,118.0,12529.0,98.0054274084125,119.770691994573,107.42605156038
14,14,18,right subiculum,746.0,777.050189328307,0.994274885840663,9.35869693756104,1.5323656914654,145.713136729223,119.711796246649,107.875335120643,4.01078033447266,12.0839776992798,37.5356788635254,138.0,153.0,104.0,135.0,99.0,118.0,13428.0,145.713136729223,119.711796246649,107.875335120643
