,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,6108.0,2369.17746668229,0.949145129712627,3.17622780799866,1.91255357660378,109.622462344466,135.331696136215,144.471349050426,12.4651317596436,21.4635486602783,39.592098236084,98,119,113,155,130,157,6108,109.622462344466,135.331696136215,144.471349050426
1,2,BN_STR_Ca_Left,5572.0,2672.55138050373,0.957810427423642,3.47946214675903,1.78637912201208,98.8232232591529,139.252512562814,152.878140703518,15.8913497924805,26.6231498718262,55.2933502197266,89,121,98,158,132,166,11144,98.8232232591529,139.252512562814,152.878140703518
2,3,BN_STR_NAC_Left,516.0,369.836801739112,0.86429856140232,1.98815393447876,0.0349179450414354,94.7596899224806,143.383720930233,135.90503875969,6.65332794189453,9.11766242980957,13.227840423584,89,101,140,148,131,141,1548,94.7596899224806,143.383720930233,135.90503875969
3,4,EXA_Left,193.0,266.490566498589,0.897662459419894,2.26920127868652,0.23964914426316,92.2331606217617,136.430051813471,142.569948186529,6.90034675598145,8.84413242340088,15.658275604248,89,102,133,142,135,152,772,92.2331606217617,136.430051813471,142.569948186529
4,5,BN_GP_GPe_Left,831.0,608.914425888539,0.95530739589792,3.38278698921204,2.29698041188221,103.138387484958,133.022864019254,142.977135980746,6.56940793991089,10.8167219161987,22.2229080200195,95,111,122,141,138,149,4155,103.138387484958,133.022864019254,142.977135980746
5,6,BN_GP_GPi_Left,512.0,394.009875542574,0.936079839834371,2.84262418746948,2.47039037655926,101.587890625,129.740234375,138.517578125,5.64417266845703,8.92597579956055,16.044261932373,95,109,124,135,133,143,3072,101.587890625,129.740234375,138.517578125
6,7,MTg_SN_SNc_Left,121.0,196.578891860997,0.966447737791132,3.89312100410461,1.81129631535389,93.3471074380165,118.157024793388,128.074380165289,2.8637866973877,9.3275728225708,11.1490678787231,89,97,112,123,125,131,847,93.3471074380165,118.157024793388,128.074380165289
7,8,MTg_RN_Left,284.0,219.106097282166,0.731549271229332,1.46673035621643,1.64350547854015,90.4049295774648,116.697183098592,131.985915492958,6.22522211074829,7.30673122406006,9.13072204589844,87,94,113,121,127,136,2272,90.4049295774648,116.697183098592,131.985915492958
8,9,MTg_SN_SNr_Left,301.0,328.496039437703,0.961098277219374,3.62047791481018,1.97467481793281,95.5348837209302,120.508305647841,128.993355481728,3.95361280441284,10.3642711639404,14.3139677047729,90,100,113,127,124,133,2709,95.5348837209302,120.508305647841,128.993355481728
9,10,MTg_VTR_PBP_Left,121.0,196.851850340377,0.973627819383013,4.3832311630249,1.39029080857045,92.3884297520661,118.140495867769,129.561983471074,2.71498918533325,9.41701698303223,11.9004249572754,88,97,113,122,125,133,1210,92.3884297520661,118.140495867769,129.561983471074
10,11,MTg_VTR_VTA_Left,44.0,78.5313323682395,0.951153675547562,3.23920392990112,1.4623639614897,89.0,116.0,125.886363636364,2.98288154602051,3.82483220100403,9.6621618270874,87,91,113,120,123,130,484,89.0,116.0,125.886363636364
11,12,BN_GP_VeP_Left,123.0,148.106818433925,0.934865001003188,2.81687426567078,2.88900926068306,96.9268292682927,138.073170731707,135.707317073171,3.6059033870697,5.65458011627197,10.1573762893677,92,102,135,141,133,138,1476,96.9268292682927,138.073170731707,135.707317073171
12,13,THM_ETH_HN_Left,33.0,54.8016829421799,0.914659496258834,2.47386860847473,2.41120791505735,88.6363636363636,111.181818181818,141.424242424242,2.77589750289917,3.0904598236084,6.86720561981201,87,90,110,113,139,145,429,88.6363636363636,111.181818181818,141.424242424242
13,14,Die_HTH_Left,790.0,630.713648909756,0.884359333914332,2.14221405982971,1.49399988809083,89.893670886076,130.991139240506,133.948101265823,7.72645664215088,11.3065719604492,16.5517234802246,87,95,122,139,128,142,11060,89.893670886076,130.991139240506,133.948101265823
14,15,Die_HTH_MN_Left,49.0,68.3387569485483,0.750764144234893,1.51384329795837,0.922702007596451,87.2857142857143,127.65306122449,130.30612244898,3.64902925491333,4.10192108154297,5.52405834197998,86,90,125,130,128,132,735,87.2857142857143,127.65306122449,130.30612244898
15,16,Die_STH_Left,162.0,179.231016864306,0.96105338141142,3.61843204498291,2.33827512718972,96.0679012345679,122.617283950617,133.932098765432,3.41247177124023,6.17148447036743,12.3477973937988,92,100,118,128,132,136,2592,96.0679012345679,122.617283950617,133.932098765432
16,17,BN_STR_Pu_Right,6131.0,2319.2968953578,0.954674246992923,3.35962104797363,1.25105495869333,61.4071114010765,133.536454085794,144.097210895449,11.9329290390015,21.6365585327148,40.0901184082031,53,73,111,154,130,157,104227,61.4071114010765,133.536454085794,144.097210895449
17,18,BN_STR_Ca_Right,5577.0,2614.86391823741,0.958559863449954,3.51011204719543,1.35131230005297,72.0866057019903,138.242962166039,153.138246369016,15.7901077270508,26.4054126739502,55.425048828125,49,81,97,157,132,166,100386,72.0866057019903,138.242962166039,153.138246369016
18,19,BN_STR_NAC_Right,520.0,361.859465746906,0.877737307548176,2.08706307411194,0.196563066248696,75.8269230769231,142.376923076923,136.667307692308,6.49762010574341,9.05563449859619,13.5609436035156,69,81,139,147,132,142,9880,75.8269230769231,142.376923076923,136.667307692308
19,20,EXA_Right,190.0,247.75630311337,0.880550530783814,2.10991716384888,0.0145181392630056,78.5789473684211,135.573684210526,143.005263157895,6.9465274810791,8.38706588745117,14.6565971374512,68,82,132,141,135,151,3800,78.5789473684211,135.573684210526,143.005263157895
20,21,BN_GP_GPe_Right,911.0,646.552905039738,0.960653642388984,3.60037136077881,0.908317642568318,67.7113062568606,131.409440175631,142.836443468716,6.37564849853516,11.3368711471558,22.9547023773193,60,76,120,140,137,149,19131,67.7113062568606,131.409440175631,142.836443468716
21,22,BN_GP_GPi_Right,514.0,377.840476947079,0.930731581057183,2.73445892333984,0.724880711019106,69.2120622568093,128.124513618677,138.47859922179,5.67485284805298,9.0006628036499,15.5176525115967,63,76,122,133,133,143,11308,69.2120622568093,128.124513618677,138.47859922179
22,23,MTg_SN_SNc_Right,130.0,194.380250200909,0.965452639225323,3.83761405944824,1.6198099568512,76.9692307692308,116.461538461538,128.338461538462,2.73626112937927,9.60164260864258,10.500714302063,74,80,112,122,124,132,2990,76.9692307692308,116.461538461538,128.338461538462
23,24,MTg_RN_Right,294.0,226.589681229872,0.750405163624477,1.51290941238403,1.48822048650821,80.2891156462585,115.812925170068,131.948979591837,6.17781782150269,7.51018333435059,9.34647846221924,77,85,112,120,128,136,7056,80.2891156462585,115.812925170068,131.948979591837
24,25,MTg_SN_SNr_Right,289.0,311.196634013305,0.959949743107867,3.56923270225525,1.23340794626286,75.0968858131488,118.930795847751,128.920415224913,3.9951388835907,9.78742790222168,14.2595806121826,71,80,112,125,124,132,7225,75.0968858131488,118.930795847751,128.920415224913
25,26,MTg_VTR_PBP_Right,91.0,159.045276903225,0.975715595249197,4.56534957885742,1.67246464896118,78.2307692307692,117.846153846154,130.164835164835,2.45903205871582,8.53266429901123,11.2263412475586,74,82,113,122,125,134,2366,78.2307692307692,117.846153846154,130.164835164835
26,27,MTg_VTR_VTA_Right,42.0,71.9532871899916,0.949181662040612,3.17733931541443,1.72769487683982,81.2857142857143,115.785714285714,126.333333333333,2.77135562896729,3.6919059753418,8.80553722381592,80,83,113,119,123,130,1134,81.2857142857143,115.785714285714,126.333333333333
27,28,BN_GP_VeP_Right,144.0,159.911574031493,0.927500833215273,2.67507648468018,0.253901211183399,73.6527777777778,136.729166666667,136.041666666667,3.85974836349487,5.7472128868103,10.3251218795776,68,78,134,140,134,139,4032,73.6527777777778,136.729166666667,136.041666666667
28,29,THM_ETH_HN_Right,45.0,70.5300287723398,0.910183052789984,2.41425633430481,0.762338520186858,82.4222222222222,110.422222222222,141.488888888889,3.10282564163208,3.65383076667786,7.49101638793945,80,84,109,112,139,145,1305,82.4222222222222,110.422222222222,141.488888888889
29,30,Die_HTH_Right,767.0,589.691943047952,0.879630146605307,2.10234951972961,1.61076921359701,80.6688396349413,130.528031290743,134.35593220339,7.70865726470947,10.6620597839355,16.2062911987305,75,84,122,138,129,141,23010,80.6688396349413,130.528031290743,134.35593220339
30,31,Die_HTH_MN_Right,58.0,74.079491674093,0.551031181702292,1.19834434986115,2.89148850617198,83.1551724137931,127.293103448276,130.275862068966,4.2553563117981,4.32480525970459,5.0993824005127,80,85,125,129,128,132,1798,83.1551724137931,127.293103448276,130.275862068966
31,32,Die_STH_Right,150.0,169.841487632714,0.960211136853534,3.58069896697998,0.850589262975918,74.74,121.353333333333,133.853333333333,3.49893140792847,5.49495649337769,12.5286197662354,71,79,116,126,132,136,4800,74.74,121.353333333333,133.853333333333
32,33,ReferenceRegion_Left,114.0,234.535403934353,0.980015334537606,5.02709722518921,0.977442282060029,93.3684210526316,114.526315789474,126.833333333333,7.10052490234375,10.3540391921997,35.6950302124023,86,101,102,125,123,131,3762,93.3684210526316,114.526315789474,126.833333333333
33,34,ReferenceRegion_Right,112.0,217.519721955147,0.976824647260315,4.67199897766113,2.36707906005116,75.9464285714286,113.892857142857,127.482142857143,7.00189971923828,9.91570281982422,32.7128677368164,69,85,104,122,123,131,3808,75.9464285714286,113.892857142857,127.482142857143
