,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,200798.0,37526.9617958093,0.851177947995978,1.90520739555359,1.60903954978046,108.712382593452,149.106534925647,164.588820605783,54.6628723144531,62.6209678649902,104.144111633301,83,146,81,200,124,210,200798,108.712382593452,149.106534925647,164.588820605783
1,2,Parietal_L,Left,1,138552.0,34305.5000142413,0.702128414540772,1.40439510345459,1.05888695195981,111.945904786651,88.9835729545586,165.858392516889,55.5713310241699,63.9530220031738,78.0441055297852,82,151,47,131,131,209,277104,111.945904786651,88.9835729545586,165.858392516889
2,3,Temporal_L,Left,1,114269.0,22384.5074357989,0.870550985405637,2.03219723701477,1.58524276199302,125.731230692489,113.4287952113,129.106450568396,42.8082885742188,55.1738319396973,86.9948806762695,86,154,59,163,99,162,342807,125.731230692489,113.4287952113,129.106450568396
3,4,Occipital_L,Left,1,49546.0,13188.9607803916,0.731937626388567,1.46762788295746,0.806015262099387,101.429540225245,61.5192750171558,130.365660194567,38.5375823974609,46.2072563171387,56.5588302612305,78,137,37,110,104,164,198184,101.429540225245,61.5192750171558,130.365660194567
4,5,BrainStem_L,Left,1,9842.0,3379.86321351161,0.9668151067383,3.91424512863159,1.2929896713445,90.2947571631782,110.279414753099,108.97652916074,13.3452634811401,26.4761295318604,52.2366333007812,83,101,96,127,77,137,49210,90.2947571631782,110.279414753099,108.97652916074
5,6,Cerebellum_L,Left,1,73757.0,10840.9581024679,0.653720652719281,1.3214647769928,2.36627922166388,106.827216399799,83.3298398796046,99.9196279675149,40.8983154296875,51.5712928771973,54.0456848144531,82,138,51,120,75,133,442542,106.827216399799,83.3298398796046,99.9196279675149
6,7,Frontal_R,Right,2,199887.0,37281.1054335687,0.877416059114605,2.08450508117676,1.5377670903772,61.7291069454242,147.244313036866,164.882518623022,51.9094276428223,61.8828620910645,108.205459594727,25,86,76,200,123,211,1399209,61.7291069454242,147.244313036866,164.882518623022
7,8,Parietal_R,Right,2,145715.0,34946.2146471918,0.660929934854846,1.33253800868988,1.45449330752062,55.0263390865731,87.6569742305185,165.073568266822,56.8955879211426,67.5586013793945,75.8155364990234,17,86,43,133,131,208,1165720,55.0263390865731,87.6569742305185,165.073568266822
8,9,Temporal_R,Right,2,112158.0,22134.8586485567,0.859221490290201,1.9546377658844,1.35303513485808,42.2165427343569,111.932283029298,128.914798766027,43.8816184997559,54.5165596008301,85.7726669311523,13,85,51,159,100,160,1009422,42.2165427343569,111.932283029298,128.914798766027
9,10,Occipital_R,Right,2,49430.0,12830.5080162894,0.726316710080594,1.45484137535095,2.11834217311102,59.3846247218288,60.2912199069391,132.054723851912,37.510440826416,49.8450012207031,54.5717391967773,25,82,35,102,111,168,494300,59.3846247218288,60.2912199069391,132.054723851912
10,11,BrainStem_R,Right,2,10748.0,3523.56114908219,0.962526221624048,3.68747019767761,1.78308137157419,79.3181056940826,109.68766282099,108.751953851879,14.3944139480591,26.265380859375,53.078971862793,68,86,96,127,77,137,118228,79.3181056940826,109.68766282099,108.751953851879
11,12,Cerebellum_R,Right,2,76836.0,11043.2869605027,0.619306475516165,1.27364313602448,0.568151253313563,63.4171612265084,81.4721094278724,100.317234109011,43.0032806396484,50.1654357910156,54.7708320617676,28,87,50,118,75,132,922032,63.4171612265084,81.4721094278724,100.317234109011
