,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,198644.0,31630.9365582449,0.820193159505778,1.74798679351807,1.54593558364032,76.4972715007753,155.870889631703,175.223032158031,56.1320915222168,62.3077049255371,98.1181564331055,35,102,90,204,133,219,198644,76.4972715007753,155.870889631703,175.223032158031
1,2,Parietal_L,Left,1,133436.0,32248.8861599034,0.737019531807973,1.47957134246826,2.26125621250718,70.2357534698282,101.251094157499,182.491561497647,51.3316688537598,70.1917724609375,75.9488677978516,29,102,59,142,145,221,266872,70.2357534698282,101.251094157499,182.491561497647
2,3,Temporal_L,Left,1,118229.0,21585.9811379864,0.853311697820684,1.91790902614594,1.39351072604363,57.1984200153939,120.481057946866,143.850611947999,42.5154724121094,58.6710243225098,81.5408096313477,27,101,70,165,113,173,354687,57.1984200153939,120.481057946866,143.850611947999
3,4,Occipital_L,Left,1,40875.0,10702.3383416442,0.798866549639093,1.66248738765717,2.60452293332665,77.2333455657492,73.2685749235474,155.647241590214,34.0361671447754,44.2101860046387,56.5846977233887,41,101,49,112,135,183,163500,77.2333455657492,73.2685749235474,155.647241590214
4,5,BrainStem_L,Left,1,9220.0,3149.27173813158,0.95994377159149,3.56897211074829,1.62353305486305,94.8874186550976,110.008242950108,128.360629067245,13.725643157959,26.3965167999268,48.9864387512207,85,103,91,126,97,154,46100,94.8874186550976,110.008242950108,128.360629067245
5,6,Cerebellum_L,Left,1,73698.0,10982.8677968306,0.72558985347055,1.45321929454803,3.10241472980625,77.4375831094467,83.3729544899455,121.103055713859,38.8748321533203,50.3438682556152,56.4936561584473,46,104,53,116,97,154,442188,77.4375831094467,83.3729544899455,121.103055713859
6,7,Frontal_R,Right,2,200438.0,32338.9021284227,0.835299538314602,1.81885921955109,1.60997310906247,126.069622526667,155.213756872449,175.639928556461,56.265739440918,60.544864654541,102.339462280273,99,166,95,203,134,220,1403066,126.069622526667,155.213756872449,175.639928556461
7,8,Parietal_R,Right,2,134180.0,30830.3341020447,0.702170551167533,1.40447700023651,0.258797375612271,132.50335370398,100.58818005664,181.351334028916,51.774112701416,71.3793411254883,72.7155532836914,101,172,58,143,145,223,1073440,132.50335370398,100.58818005664,181.351334028916
8,9,Temporal_R,Right,2,114395.0,21145.278656785,0.852696583957718,1.91421830654144,1.70226332748962,143.905581537655,120.105974911491,141.958800646881,42.9912719726562,56.3462028503418,82.294677734375,101,174,64,166,111,173,1029555,143.905581537655,120.105974911491,141.958800646881
9,10,Occipital_R,Right,2,45925.0,11743.6215179683,0.767683191159337,1.56047737598419,0.453394444027976,124.437974959173,72.0797822536745,156.624910179641,36.533031463623,45.7309646606445,57.0089683532715,100,160,49,112,132,189,459250,124.437974959173,72.0797822536745,156.624910179641
10,11,BrainStem_R,Right,2,11370.0,3698.51687895205,0.963823238014722,3.75175070762634,1.24964791916415,105.629991204925,108.842040457344,124.725241864556,15.1204605102539,25.4981746673584,56.728199005127,92,117,90,127,97,154,125070,105.629991204925,108.842040457344,124.725241864556
11,12,Cerebellum_R,Right,2,76119.0,11098.7978454054,0.678718661855491,1.36165869235992,2.84361416965919,121.422706551584,81.4663487434149,120.606550269972,40.5954933166504,50.9042701721191,55.2772064208984,98,153,52,117,96,155,913428,121.422706551584,81.4663487434149,120.606550269972
