,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,201558.0,37162.5303991659,0.849725212963321,1.89672040939331,1.56182164915213,72.8188362654918,154.170963196698,148.832475019597,55.0833206176758,62.2376747131348,104.477661132812,36,99,89,206,107,197,201558,72.8188362654918,154.170963196698,148.832475019597
1,2,Parietal_L,Left,1,140263.0,33850.9255454621,0.708028309623115,1.41606140136719,2.12117330558995,72.483612927144,94.0799783264296,153.070923907231,55.3689804077148,63.9913711547852,78.405876159668,32,104,51,139,118,196,280526,72.483612927144,94.0799783264296,153.070923907231
2,3,Temporal_L,Left,1,116154.0,21999.135160332,0.872475258184273,2.0464198589325,1.59974455499764,58.4771251958607,115.974051689998,114.94843053188,42.7042121887207,55.3186187744141,87.3907470703125,30,98,62,165,84,149,348462,58.4771251958607,115.974051689998,114.94843053188
3,4,Occipital_L,Left,1,49979.0,12669.0119041781,0.714896605073857,1.43014419078827,2.36201070114959,85.4454670961804,65.2569279097221,119.357550171072,39.1183013916016,46.6687660217285,55.9448127746582,49,110,42,112,95,154,199916,85.4454670961804,65.2569279097221,119.357550171072
4,5,BrainStem_L,Left,1,9317.0,3245.15357210867,0.969321667692629,4.06841993331909,1.94539718013675,94.2807770741655,113.465815176559,96.040356337877,12.8275594711304,26.4915294647217,52.1879005432129,84,101,98,131,65,124,46585,94.2807770741655,113.465815176559,96.040356337877
5,6,Cerebellum_L,Left,1,74564.0,10839.4497177537,0.648535734103719,1.3137423992157,0.81850324284065,79.3518453945604,85.3583364626361,87.8610321334692,41.1445808410645,51.9256324768066,54.0533790588379,47,104,54,122,64,121,447384,79.3518453945604,85.3583364626361,87.8610321334692
6,7,Frontal_R,Right,2,202273.0,35984.5603267347,0.872952949743823,2.05000185966492,1.64731346470721,119.788043881289,154.857366035012,150.162977757783,52.5649490356445,61.8624496459961,107.758247375488,95,158,86,206,107,198,1415911,119.788043881289,154.857366035012,150.162977757783
7,8,Parietal_R,Right,2,147792.0,34530.7088383605,0.665386940343884,1.33958721160889,1.7151774534569,129.490811410631,95.5048987766591,153.987570369167,56.7367668151855,67.9629058837891,76.0038452148438,96,168,50,140,118,197,1182336,129.490811410631,95.5048987766591,153.987570369167
8,9,Temporal_R,Right,2,116019.0,21832.2195561237,0.856240617278135,1.93581902980804,1.84281680428553,141.854204914712,118.587662365647,116.671053879106,44.4808921813965,55.209529876709,86.1069564819336,99,172,64,165,85,149,1044171,141.854204914712,118.587662365647,116.671053879106
9,10,Occipital_R,Right,2,48911.0,12874.5242778326,0.732810445149236,1.46965277194977,1.11712245874698,127.173437468054,66.4927112510478,122.189241683875,37.2873497009277,49.9416809082031,54.7994575500488,103,161,40,108,100,158,489110,127.173437468054,66.4927112510478,122.189241683875
10,11,BrainStem_R,Right,2,10788.0,3497.27718652741,0.961798929111215,3.65287637710571,1.51929309428347,105.066555431961,113.414720059325,95.6799221357063,14.3628129959106,26.7666988372803,52.4655799865723,98,115,97,131,65,125,118668,105.066555431961,113.414720059325,95.6799221357063
11,12,Cerebellum_R,Right,2,77223.0,10957.6037445346,0.61370321346997,1.26656544208527,2.50858149590098,122.633619517501,85.7128316693213,89.4772800849488,43.3078002929688,49.8619194030762,54.8521614074707,99,157,54,123,64,121,926676,122.633619517501,85.7128316693213,89.4772800849488
