,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,212016.6490933962,37847.0264030614,0.869594890438624,2.0252513885498,1.55229084777046,79.6676875729598,186.637404223708,221.944111217234,69.4335174560547,84.3647003173828,140.620330810547,33,111,94,257,166,282,471150,79.6676875729598,186.637404223708,221.944111217234
1,2,Parietal_L,Left,1,146802.91082190096,35112.2030186043,0.686660350965174,1.3755567073822,1.97046121846392,75.639597829752,105.237694264783,221.580765104374,75.4833908081055,81.7146148681641,103.831687927246,27,113,48,162,174,279,652460,75.639597829752,105.237694264783,221.580765104374
2,3,Temporal_L,Left,1,122962.45650306612,22697.2105670701,0.873087092545903,2.05101156234741,1.5621347067914,57.282505827975,139.342582460814,172.995480345909,57.3876876831055,70.6335296630859,117.702812194824,21,108,68,207,133,214,819753,57.282505827975,139.342582460814,172.995480345909
3,4,Occipital_L,Left,1,52863.53783773048,13814.8925710089,0.702632146852536,1.40537619590759,2.23588373434934,89.2834305171313,69.3881676952543,172.222651628006,52.385368347168,62.6915321350098,73.6211471557617,44,120,37,125,136,221,469900,89.2834305171313,69.3881676952543,172.222651628006
4,5,BrainStem_L,Left,1,9466.612006744721,3357.56144707962,0.973410396540863,4.36551380157471,1.85941483922268,101.922802680991,136.401055283548,145.089223748633,16.0501346588135,35.4735908508301,70.0670852661133,89,109,118,158,102,183,105185,101.922802680991,136.401055283548,145.089223748633
5,6,Cerebellum_L,Left,1,78044.086778236,11414.746608725,0.637902467835102,1.29850375652313,1.23258057273678,80.6614119654966,99.7145624798192,132.57400018451,55.6323318481445,67.372444152832,72.2387924194336,39,113,57,148,99,177,1040592,80.6614119654966,99.7145624798192,132.57400018451
6,7,Frontal_R,Right,2,209255.91017333255,36895.1212181467,0.890360929833783,2.19656944274902,1.61294152839462,138.056811070611,185.127101276303,221.368773050332,66.3369598388672,82.4048385620117,145.713745117188,89,185,90,256,165,282,3255105,138.056811070611,185.127101276303,221.368773050332
7,8,Parietal_R,Right,2,154603.17951633997,36016.3157335012,0.659555054878029,1.33039534091949,1.5692387117394,146.726158736072,104.42838306691,220.30877216472,76.9811248779297,84.8479080200195,102.415328979492,108,194,44,164,174,279,2748512,146.726158736072,104.42838306691,220.30877216472
8,9,Temporal_R,Right,2,121637.66181999075,23072.7246796764,0.855193815556212,1.92935335636139,1.75661314013647,162.434705723492,138.399649287662,170.934973937042,60.1692657470703,70.0543518066406,116.087776184082,108,199,62,202,132,213,2432763,162.434705723492,138.399649287662,170.934973937042
9,10,Occipital_R,Right,2,55624.72675598811,14386.2976467324,0.671014327125732,1.34871876239777,1.03723798092601,140.605221218176,68.1930734319761,173.277273058223,53.873851776123,65.8610305786133,72.6606750488281,112,185,35,125,136,222,1236110,140.605221218176,68.1930734319761,173.277273058223
10,11,BrainStem_R,Right,2,10648.757262328616,3634.73787093193,0.969503540093033,4.08034515380859,1.33378106919247,115.079403313049,135.733772819473,144.281989519946,17.4826183319092,36.4811782836914,71.3351135253906,106,129,117,159,101,183,260304,115.079403313049,135.733772819473,144.281989519946
11,12,Cerebellum_R,Right,2,82783.46775722707,11982.7363917253,0.605188912155908,1.25615215301514,2.27306639215738,136.295373007762,97.7449120480094,132.616174903786,58.8303337097168,66.1445922851562,73.8998489379883,106,185,54,147,98,176,2207568,136.295373007762,97.7449120480094,132.616174903786
