,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,883.0,720.400558818089,0.970325971556668,4.13563966751099,1.05627997694984,88.4971687429219,112.573046432616,126.708946772367,6.2270188331604,12.6858291625977,25.75270652771,80.0,97.0,100.0,123.0,122.0,135.0,4415.0,88.4971687429219,112.573046432616,126.708946772367
2,2,6,right aLEC,874.0,708.045143037624,0.976803691897146,4.66991281509399,2.04250422318095,134.411899313501,112.345537757437,126.24828375286,5.21411848068237,14.082389831543,24.349479675293,127.0,142.0,100.0,122.0,122.0,134.0,5244.0,134.411899313501,112.345537757437,126.24828375286
3,3,7,left pMEC,401.0,384.42644717417,0.972410611251019,4.28677129745483,1.0077692845087,90.5461346633416,104.718204488778,131.336658354115,4.76187229156494,7.94164800643921,20.4130573272705,83.0,97.0,97.0,117.0,128.0,136.0,2807.0,90.5461346633416,104.718204488778,131.336658354115
4,4,8,right pMEC,351.0,354.893067082489,0.96964372806845,4.08961057662964,2.07887070181656,132.0,104.310541310541,131.156695156695,4.71058893203735,7.96302843093872,19.2644748687744,127.0,139.0,97.0,116.0,128.0,136.0,2808.0,132.0,104.310541310541,131.156695156695
5,5,9,left perirhinal,1914.0,1139.58126370167,0.919858844412938,2.54939746856689,1.35218339523846,77.3725182863114,109.031870428422,126.271682340648,11.297212600708,13.1089973449707,28.8010864257812,69.0,86.0,97.0,123.0,117.0,135.0,17226.0,77.3725182863114,109.031870428422,126.271682340648
6,6,10,right perirhinal,1765.0,1032.81943727603,0.939244978352995,2.91334939002991,1.67723679509884,145.432861189802,107.223796033994,125.790368271955,9.98268699645996,13.0447988510132,29.0830554962158,138.0,154.0,95.0,121.0,117.0,134.0,17650.0,145.432861189802,107.223796033994,125.790368271955
7,7,11,left parahippocampal,3992.0,1894.81535287655,0.904546696711057,2.34535574913025,2.40523680879724,83.3499498997996,88.815380761523,136.157314629259,12.0958204269409,21.6568737030029,28.3690013885498,71.0,98.0,76.0,101.0,124.0,145.0,43912.0,83.3499498997996,88.815380761523,136.157314629259
8,8,12,right parahippocampal,3859.0,1982.40320772918,0.923204780661343,2.6020770072937,1.4338075637746,138.872505830526,85.5957501943509,135.839336615704,11.4258098602295,22.8202629089355,29.7308368682861,124.0,150.0,71.0,100.0,125.0,144.0,46308.0,138.872505830526,85.5957501943509,135.839336615704
9,9,13,left DG/CA3,734.0,751.895957754694,0.989346348206968,6.86903238296509,1.3506532510228,81.3242506811989,101.549046321526,141.41280653951,5.12410736083984,18.0969638824463,35.1976585388184,75.0,96.0,85.0,113.0,134.0,156.0,9542.0,81.3242506811989,101.549046321526,141.41280653951
10,10,14,right DG/CA3,889.0,856.992946418578,0.991558331558168,7.71239614486694,1.71337871300283,141.33183352081,98.4949381327334,141.035995500562,4.95570755004883,16.346263885498,38.2203788757324,127.0,148.0,80.0,111.0,133.0,155.0,12446.0,141.33183352081,98.4949381327334,141.035995500562
11,11,15,left CA1,2344.0,1830.19338459836,0.988555415413499,6.62874269485474,1.52480643184955,82.2956484641638,103.770051194539,140.056740614334,8.01627063751221,25.659538269043,53.1377944946289,72.0,97.0,83.0,119.0,129.0,156.0,35160.0,82.2956484641638,103.770051194539,140.056740614334
12,12,16,right CA1,2186.0,1817.80084378868,0.990022866492919,7.09688997268677,1.55424919059722,140.278591033852,100.21912168344,139.68526989936,8.1532735824585,23.4294948577881,57.8628845214844,126.0,150.0,78.0,118.0,129.0,155.0,34976.0,140.278591033852,100.21912168344,139.68526989936
13,13,17,left subiculum,1037.0,970.249036303405,0.994144581987179,9.25428199768066,1.54927142513478,84.6036644165863,104.06075216972,136.643201542912,4.17078447341919,15.337779045105,38.5976142883301,76.0,95.0,88.0,118.0,129.0,148.0,17629.0,84.6036644165863,104.06075216972,136.643201542912
14,14,18,right subiculum,932.0,912.221176605951,0.995518397617127,10.5743932723999,1.5061053420042,137.967811158798,101.931330472103,136.007510729614,3.90465450286865,13.3498725891113,41.2893524169922,130.0,146.0,84.0,117.0,128.0,147.0,16776.0,137.967811158798,101.931330472103,136.007510729614
