,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,730.367524002213,601.049959208223,0.981430024646982,5.21320724487305,1.34430990196787,92.9578820697954,115.655836341757,80.9963898916968,4.99309682846069,11.9751300811768,26.0300483703613,88.0,99.0,102.0,127.0,76.0,87.0,4155.0,92.9578820697954,115.655836341757,80.9963898916968
2,2,6,right aLEC,838.4724643779919,713.204004777154,0.986992024719884,6.22009563446045,1.97834747242184,141.551362683438,116.749475890985,85.5094339622642,4.35491991043091,14.5661096572876,27.0880184173584,132.0,148.0,102.0,127.0,80.0,90.0,5724.0,141.551362683438,116.749475890985,85.5094339622642
3,3,7,left pMEC,333.98274262435734,340.707795565245,0.97507481484394,4.50701570510864,1.28754517288717,96.0184210526316,107.815789473684,85.9421052631579,4.77826118469238,7.00833940505981,21.5356979370117,91.0,101.0,100.0,120.0,83.0,91.0,2660.0,96.0184210526316,107.815789473684,85.9421052631579
4,4,8,right pMEC,285.643135139253,311.941327672035,0.981093960676984,5.16710376739502,2.13754601533349,139.470769230769,107.307692307692,89.5353846153846,4.30616760253906,6.38192796707153,22.2504138946533,132.0,147.0,100.0,118.0,87.0,94.0,2600.0,139.470769230769,107.307692307692,89.5353846153846
5,5,9,left perirhinal,1945.0100248097442,1039.97699925244,0.944232603315412,3.03693652153015,1.67248932994354,83.4338002711252,110.422051513782,80.7433348395843,10.0975027084351,12.4815053939819,30.6654739379883,77.0,92.0,96.0,125.0,72.0,89.0,19917.0,83.4338002711252,110.422051513782,80.7433348395843
6,6,10,right perirhinal,1848.3308098395355,995.585697003861,0.945761009407068,3.07821822166443,1.64034060508874,152.416547788873,111.802187351403,85.4270090347123,10.1810617446899,11.342456817627,31.3395309448242,133.0,160.0,97.0,127.0,78.0,93.0,21030.0,152.416547788873,111.802187351403,85.4270090347123
7,7,11,left parahippocampal,2874.0093904780224,1656.02347538185,0.943924105801673,3.02881145477295,1.88984758144747,93.3305810397554,86.9006116207951,91.1740061162079,10.3081111907959,20.0548076629639,31.2213249206543,82.0,105.0,73.0,103.0,80.0,100.0,35970.0,93.3305810397554,86.9006116207951,91.1740061162079
8,8,12,right parahippocampal,2750.963116879575,1637.58047273194,0.913076302203401,2.4522500038147,1.33812003949708,148.719808306709,88.485303514377,93.5626198083067,10.6628179550171,22.7343444824219,26.1478958129883,135.0,159.0,76.0,102.0,84.0,100.0,37560.0,148.719808306709,88.485303514377,93.5626198083067
9,9,13,left DG/CA3,670.6021911115386,703.905952682699,0.9918058662922,7.82753419876099,1.5787480680191,87.8191349934469,101.399737876802,95.2385321100917,5.06420135498047,14.6686496734619,39.640209197998,82.0,99.0,83.0,114.0,89.0,105.0,9919.0,87.8191349934469,101.399737876802,95.2385321100917
10,10,14,right DG/CA3,842.866974149365,807.328519926602,0.987444348751056,6.33042526245117,1.8243347004496,147.889468196038,103.383733055266,99.0531803962461,5.79235935211182,16.8497924804688,36.668098449707,134.0,155.0,85.0,117.0,93.0,112.0,13426.0,147.889468196038,103.383733055266,99.0531803962461
11,11,15,left CA1,2106.727984396275,1710.45554991698,0.986975237927247,6.21611261367798,1.70589018581161,88.1042970379641,103.084689194827,93.8418856904464,9.17550182342529,22.7826919555664,57.0359535217285,78.0,104.0,81.0,121.0,82.0,109.0,35955.0,88.1042970379641,103.084689194827,93.8418856904464
12,12,16,right CA1,2191.9814739609137,1787.38609155315,0.986876358736228,6.19280529022217,1.70222333596783,147.331595829992,105.684843624699,97.7145148356055,8.89208221435547,24.7488327026367,55.0669326782227,131.0,158.0,83.0,123.0,87.0,112.0,39904.0,147.331595829992,105.684843624699,97.7145148356055
13,13,17,left subiculum,937.7883852110244,861.5003902718,0.994412992000666,9.47333240509033,1.78355932943036,91.2174320524836,103.903467666354,92.0168697282099,4.53817415237427,11.9558124542236,42.9916343688965,84.0,100.0,86.0,121.0,81.0,103.0,18139.0,91.2174320524836,103.903467666354,92.0168697282099
14,14,18,right subiculum,828.804542880971,816.875784990262,0.99423969930712,9.33015155792236,1.62875369403175,145.077412513256,106.453870625663,94.4793213149523,4.1842885017395,12.4559259414673,39.0400466918945,135.0,152.0,89.0,122.0,86.0,105.0,16974.0,145.077412513256,106.453870625663,94.4793213149523
