,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,844.0,685.242373372555,0.977395863237592,4.72997951507568,1.14589840479029,96.6042654028436,117.497630331754,126.404028436019,5.57265710830688,13.6757507324219,26.3585529327393,91.0,104.0,103.0,128.0,122.0,133.0,4220.0,96.6042654028436,117.497630331754,126.404028436019
2,2,6,right aLEC,1013.0,765.402997203332,0.980932705348499,5.14541721343994,1.94802663959666,143.543928923988,121.17374136229,125.816386969398,5.27514457702637,13.2430353164673,27.1428203582764,136.0,150.0,108.0,132.0,119.0,133.0,6078.0,143.543928923988,121.17374136229,125.816386969398
3,3,7,left pMEC,387.0,403.683962796716,0.98180066171731,5.26553153991699,1.18904371169772,99.266149870801,109.589147286822,131.870801033592,3.94850778579712,9.54365921020508,20.7909927368164,93.0,105.0,101.0,120.0,127.0,138.0,2709.0,99.266149870801,109.589147286822,131.870801033592
4,4,8,right pMEC,320.0,333.327026534558,0.976021327070792,4.59400653839111,2.05145394770966,142.353125,112.75,131.58125,4.43017244338989,7.12102937698364,20.3522415161133,137.0,148.0,105.0,123.0,128.0,136.0,2560.0,142.353125,112.75,131.58125
5,5,9,left perirhinal,3694.0,1620.65097778777,0.928239000732238,2.68828511238098,1.62687632957658,85.1884136437466,114.529236599892,130.427991337304,10.8799886703491,19.1027240753174,29.2485103607178,77.0,93.0,98.0,129.0,119.0,142.0,33246.0,85.1884136437466,114.529236599892,130.427991337304
6,6,10,right perirhinal,2489.0,1263.50526688377,0.920313918234713,2.55636358261108,1.74975821185543,153.770992366412,118.20369626356,124.150662916834,11.6726083755493,13.8143625259399,29.8394317626953,146.0,161.0,103.0,133.0,114.0,133.0,24890.0,153.770992366412,118.20369626356,124.150662916834
7,7,11,left parahippocampal,3274.0,1699.66681342177,0.908411444199381,2.39190196990967,2.48048943710954,93.1313378130727,93.6747098350641,138.943494196701,11.6735324859619,19.8592224121094,27.9219455718994,80.0,108.0,79.0,106.0,128.0,146.0,36014.0,93.1313378130727,93.6747098350641,138.943494196701
8,8,12,right parahippocampal,3397.0,1715.71346802182,0.923594940691906,2.60844755172729,1.00449720246999,151.127171033265,97.2260818369149,135.690314983809,11.2707386016846,19.7671871185303,29.3991317749023,139.0,162.0,83.0,113.0,125.0,145.0,40764.0,151.127171033265,97.2260818369149,135.690314983809
9,9,13,left DG/CA3,732.0,708.478784271377,0.980413065333179,5.07737064361572,1.22569507331349,93.0,107.943989071038,142.363387978142,5.87164163589478,14.8197402954102,29.8125019073486,87.0,105.0,93.0,118.0,135.0,154.0,9516.0,93.0,107.943989071038,142.363387978142
10,10,14,right DG/CA3,718.0,682.238806581921,0.984127418819977,5.63496780395508,1.93471294096451,152.278551532033,111.933147632312,139.544568245125,5.29142951965332,15.1808547973633,29.8170356750488,139.0,158.0,96.0,122.0,133.0,153.0,10052.0,152.278551532033,111.933147632312,139.544568245125
11,11,15,left CA1,1928.0,1583.74861939018,0.979606131453188,4.97692155838013,1.50504024943427,93.7489626556017,109.839730290456,140.653526970954,9.33659934997559,21.6756591796875,46.4675216674805,84.0,106.0,92.0,123.0,128.0,155.0,28920.0,93.7489626556017,109.839730290456,140.653526970954
12,12,16,right CA1,2028.0,1641.28855984472,0.98535519176798,5.8646092414856,1.74675593394924,151.174556213018,114.409763313609,137.566568047337,7.99921131134033,23.2185611724854,46.9122467041016,136.0,161.0,94.0,129.0,127.0,152.0,32448.0,151.174556213018,114.409763313609,137.566568047337
13,13,17,left subiculum,850.0,787.797120272864,0.992264623661252,8.05537509918213,1.68370253669469,95.8105882352941,109.182352941176,137.662352941176,4.40335607528687,12.4613389968872,35.4706840515137,88.0,104.0,96.0,122.0,128.0,149.0,14450.0,95.8105882352941,109.182352941176,137.662352941176
14,14,18,right subiculum,915.0,818.962418439242,0.993460326677508,8.75826740264893,1.68520844315835,148.286338797814,113.655737704918,135.210928961749,4.11398458480835,11.8912668228149,36.0313758850098,139.0,155.0,98.0,127.0,126.0,146.0,16470.0,148.286338797814,113.655737704918,135.210928961749
