,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,5664.0,2253.09827235331,0.938889834560979,2.90513753890991,1.22033608476925,96.6340042372881,128.684851694915,157.174435028249,12.46399974823,21.8723430633545,36.2096328735352,86,108,107,145,142,169,5664,96.6340042372881,128.684851694915,157.174435028249
1,2,BN_STR_Ca_Left,4029.0,2229.89629732861,0.941560693124305,2.96873879432678,1.37422088800505,107.186646810623,132.910151402333,164.575825266816,16.4391746520996,25.7203979492188,48.8036155700684,83,116,94,148,145,177,8058,107.186646810623,132.910151402333,164.575825266816
2,3,BN_STR_NAC_Left,462.0,331.805760242513,0.886456135882869,2.16070175170898,0.0804074574583835,110.97619047619,134.896103896104,148.984848484848,6.19414329528809,8.45482063293457,13.383695602417,105,116,132,139,144,155,1386,110.97619047619,134.896103896104,148.984848484848
3,4,EXA_Left,186.0,249.521817056966,0.896190304809745,2.25392818450928,0.219188764503858,113.94623655914,128.940860215054,155.274193548387,7.30981826782227,7.77386093139648,16.4758052825928,104,118,126,134,147,163,744,113.94623655914,128.940860215054,155.274193548387
4,5,BN_GP_GPe_Left,667.0,557.932771867783,0.953716969543893,3.32551002502441,0.798703790540896,102.664167916042,125.965517241379,155.787106446777,6.45762920379639,10.2992582321167,21.474910736084,95,111,116,133,151,161,3335,102.664167916042,125.965517241379,155.787106446777
5,6,BN_GP_GPi_Left,507.0,368.641706722875,0.918400353320048,2.52747130393982,0.618249551398415,103.938856015779,122.465483234714,151.642998027613,5.64622068405151,9.57474803924561,14.2706604003906,98,111,117,127,146,156,3042,103.938856015779,122.465483234714,151.642998027613
6,7,MTg_SN_SNc_Left,119.0,200.838670665496,0.976478826990649,4.63793230056763,1.82690410432315,113.109243697479,109.46218487395,141.554621848739,2.50213122367859,9.82630443572998,11.60471534729,109,117,104,115,138,146,833,113.109243697479,109.46218487395,141.554621848739
7,8,MTg_RN_Left,286.0,220.691917396639,0.729624674213308,1.46231353282928,1.57185064076264,116.755244755245,109.755244755245,145.653846153846,6.46122074127197,6.89587783813477,9.44833087921143,113,120,106,114,141,150,2288,116.755244755245,109.755244755245,145.653846153846
8,9,MTg_SN_SNr_Left,268.0,327.885589504156,0.974245754781977,4.43480968475342,1.32519562470542,111.097014925373,112.067164179104,142.641791044776,3.3146276473999,11.1153297424316,14.6997423171997,107,116,105,119,138,147,2412,111.097014925373,112.067164179104,142.641791044776
9,10,MTg_VTR_PBP_Left,127.0,213.992923774828,0.979944858723569,5.01834535598755,1.777403216955,114.094488188976,110.464566929134,143.417322834646,2.70686531066895,9.63108444213867,13.5839853286743,108,118,105,115,138,148,1270,114.094488188976,110.464566929134,143.417322834646
10,11,MTg_VTR_VTA_Left,44.0,80.3845783729603,0.951128155682198,3.23837947845459,1.96839479947676,118.0,108.477272727273,139.272727272727,2.9076611995697,4.16177797317505,9.41611003875732,116,120,105,112,136,143,484,118.0,108.477272727273,139.272727272727
11,12,BN_GP_VeP_Left,104.0,140.431941113926,0.966916617920716,3.92014479637146,0.200229244565177,109.086538461538,129.692307692308,148.221153846154,2.86789202690125,5.53672981262207,11.2425518035889,104,114,127,132,146,151,1248,109.086538461538,129.692307692308,148.221153846154
12,13,THM_ETH_HN_Left,36.0,64.0397156552166,0.946810679538266,3.10760569572449,1.07096701717006,118.722222222222,105.222222222222,155.166666666667,2.7766444683075,3.16749620437622,8.62871646881104,117,120,103,108,152,159,468,118.722222222222,105.222222222222,155.166666666667
13,14,Die_HTH_Left,787.0,643.705319474625,0.862577920100943,1.97658050060272,1.70247506594172,116.457433290978,123.74459974587,146.92249047014,7.81712675094604,11.7295341491699,15.4511804580688,111,120,116,131,141,155,11018,116.457433290978,123.74459974587,146.92249047014
14,15,Die_HTH_MN_Left,67.0,78.7386891430258,0.599369533510745,1.24926221370697,2.57834517421049,119.298507462687,120.208955223881,143.119402985075,4.27688264846802,4.44567060470581,5.3429479598999,117,121,118,122,141,145,1005,119.298507462687,120.208955223881,143.119402985075
15,16,Die_STH_Left,173.0,189.782979942244,0.954776415912012,3.36332583427429,0.766206370863787,110.658959537572,115.35838150289,147.722543352601,3.67885184288025,6.17965936660767,12.3731775283813,106,115,110,120,145,150,2768,110.658959537572,115.35838150289,147.722543352601
16,17,BN_STR_Pu_Right,5909.0,2251.36597479215,0.943368345622512,3.01434397697449,2.02414576317812,145.789981384329,131.15958707057,155.600270773397,12.4873037338257,21.4652118682861,37.6410293579102,134,156,111,149,140,167,100453,145.789981384329,131.15958707057,155.600270773397
17,18,BN_STR_Ca_Right,4001.0,2207.68003084104,0.946760005154273,3.10616707801819,1.90232062935223,135.821044738815,133.852286928268,163.92976755811,16.6292762756348,25.6968860626221,51.6533088684082,126,160,97,151,141,175,72018,135.821044738815,133.852286928268,163.92976755811
18,19,BN_STR_NAC_Right,446.0,332.041827845129,0.880672595892548,2.11092758178711,3.07989281895653,130.356502242152,136.152466367713,149.038116591928,6.22200441360474,8.47052955627441,13.1342000961304,125,137,133,141,144,154,8474,130.356502242152,136.152466367713,149.038116591928
19,20,EXA_Right,208.0,257.052567694705,0.86911177330311,2.02177143096924,0.159632829856709,128.432692307692,129.894230769231,155.663461538462,7.07743692398071,8.1820592880249,14.3089599609375,125,138,127,135,147,163,4160,128.432692307692,129.894230769231,155.663461538462
20,21,BN_GP_GPe_Right,612.0,523.692259099782,0.960261949650345,3.58294081687927,2.42430676218103,139.792483660131,128.212418300654,154.712418300654,5.92442750930786,10.1443109512329,21.2268733978271,132,148,118,135,150,160,12852,139.792483660131,128.212418300654,154.712418300654
21,22,BN_GP_GPi_Right,499.0,381.465303849433,0.927448950195827,2.67415571212769,2.60506968320974,138.897795591182,124.749498997996,150.595190380762,5.57174444198608,9.59724140167236,14.899712562561,132,146,119,129,145,155,10978,138.897795591182,124.749498997996,150.595190380762
22,23,MTg_SN_SNc_Right,144.0,209.90730621032,0.966371171298286,3.88876223564148,1.49131654064761,130.805555555556,110.263888888889,140.659722222222,2.84158611297607,9.7593822479248,11.0502529144287,127,134,105,116,137,145,3312,130.805555555556,110.263888888889,140.659722222222
23,24,MTg_RN_Right,317.0,234.966970251416,0.755281745368346,1.52578508853912,1.64515929336101,127.432176656151,110.116719242902,144.880126182965,6.44854640960693,7.28434658050537,9.83909606933594,123,131,106,115,141,149,7608,127.432176656151,110.116719242902,144.880126182965
24,25,MTg_SN_SNr_Right,270.0,318.680752325915,0.969627172278112,4.08851289749146,1.9616273867401,132.392592592593,113.437037037037,141.574074074074,3.60116219520569,10.3490371704102,14.7233982086182,127,137,107,120,137,145,6750,132.392592592593,113.437037037037,141.574074074074
25,26,MTg_VTR_PBP_Right,105.0,184.534907683748,0.97899686059537,4.90495824813843,1.59019585402874,129.504761904762,111.438095238095,142.695238095238,2.63441514968872,8.49251461029053,12.9216966629028,125,133,105,116,139,147,2730,129.504761904762,111.438095238095,142.695238095238
26,27,MTg_VTR_VTA_Right,45.0,78.8564557618815,0.941171602157284,2.95920133590698,1.46643730481767,126.0,108.955555555556,139.266666666667,2.86530113220215,4.5673303604126,8.47900295257568,124,128,105,113,137,143,1215,126.0,108.955555555556,139.266666666667
