,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,6106.0,2389.3668811377,0.945310623848393,3.06587195396423,1.25521067952604,96.1051424828038,122.707337045529,162.147559777268,12.4802408218384,22.5874824523926,38.2628211975098,87,107,101,141,145,174,6106,96.1051424828038,122.707337045529,162.147559777268
1,2,BN_STR_Ca_Left,3916.0,2314.12596180414,0.951021135745059,3.23492860794067,1.39884514039352,106.585546475996,125.364402451481,170.179264555669,16.2082061767578,25.7886009216309,52.4323883056641,84,115,87,143,147,181,7832,106.585546475996,125.364402451481,170.179264555669
2,3,BN_STR_NAC_Left,505.0,354.710233123944,0.86997701529738,2.0280179977417,3.10651003410579,110.611881188119,129.889108910891,154.675247524752,6.45439672470093,9.16639423370361,13.0896320343018,104,116,127,134,149,160,1515,110.611881188119,129.889108910891,154.675247524752
3,4,EXA_Left,177.0,247.275987859203,0.872818783287446,2.04899382591248,3.06654857596423,113.830508474576,123.35593220339,160.994350282486,7.25502061843872,8.42827987670898,14.8654918670654,104,117,120,128,153,169,708,113.830508474576,123.35593220339,160.994350282486
4,5,BN_GP_GPe_Left,848.0,622.563199559726,0.942005964086401,2.97977209091187,0.817452696536323,102.695754716981,120.357311320755,160.528301886792,7.25995397567749,10.6865978240967,21.6330089569092,94,111,110,128,155,166,4240,102.695754716981,120.357311320755,160.528301886792
5,6,BN_GP_GPi_Left,470.0,368.178523601011,0.927434025751674,2.67389106750488,0.602677981863754,104.189361702128,117.221276595745,155.693617021277,5.62368154525757,8.86280632019043,15.0371122360229,97,111,112,122,150,160,2820,104.189361702128,117.221276595745,155.693617021277
6,7,MTg_SN_SNc_Left,160.0,244.263213985109,0.968973614071526,4.04589366912842,1.61695740790482,113.26875,104.63125,143.225,3.04753971099854,10.4662237167358,12.330020904541,109,118,99,110,139,148,1120,113.26875,104.63125,143.225
7,8,MTg_RN_Left,330.0,246.215278076862,0.81501997728283,1.725825548172,1.61006622953872,116.887878787879,103.921212121212,147.075757575758,6.26019477844238,7.08264875411987,10.8040037155151,114,120,99,109,142,152,2640,116.887878787879,103.921212121212,147.075757575758
8,9,MTg_SN_SNr_Left,325.0,365.827061692466,0.972265149332073,4.2756724357605,1.2367896070189,111.603076923077,107.753846153846,144.621538461538,3.60853290557861,11.2173299789429,15.4289054870605,107,117,100,114,139,149,2925,111.603076923077,107.753846153846,144.621538461538
9,10,MTg_VTR_PBP_Left,146.0,241.137671716388,0.982826970622477,5.41918706893921,1.79402150266036,114.513698630137,105.130136986301,144.952054794521,2.79383897781372,9.40543270111084,15.1403360366821,108,119,100,110,138,151,1460,114.513698630137,105.130136986301,144.952054794521
