,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Hemisphere_Left,793146.0945503712,54173.1097364501,0.898078835150562,2.27358222007751,1.57570730446256,112.96529012313,113.928434361391,155.059628366026,68.2890548706055,112.302528381348,155.260787963867,81,155,32,205,85,218,793146,112.96529012313,113.928434361391,155.059628366026
1,2,Hemisphere_Right,798069.0951372385,54661.0611777581,0.891064615670229,2.2032425403595,1.55607793504449,56.5360990089829,114.194371664605,155.093238805166,70.7474975585938,111.130905151367,155.873901367188,10,97,32,207,85,219,1596138,56.5360990089829,114.194371664605,155.093238805166
