,Unnamed: 0,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,0,0,background,,,,,,,,,,,,,,,,,,,,,
1,1,5,left aLEC,707.002359867096,589.372008429087,0.980188408053438,5.04878711700439,1.31807897940754,98.4073550212164,137.32531824611,98.3748231966054,4.80674457550049,12.0454025268555,24.2682304382324,93.0,104.0,123.0,146.0,94.0,106.0,3535.0,98.4073550212164,137.32531824611,98.3748231966054
2,2,6,right aLEC,667.0022263526917,576.492544211419,0.98407340129408,5.62548017501831,2.03630556525153,138.164917541229,136.24287856072,98.7991004497751,4.4797797203064,11.6486196517944,25.2009124755859,131.0,150.0,122.0,145.0,93.0,107.0,4002.0,138.164917541229,136.24287856072,98.7991004497751
3,3,7,left pMEC,286.0009546279907,293.839070526509,0.978033359549462,4.79734992980957,1.29162460332453,100.793706293706,128.503496503497,101.41958041958,3.93241310119629,6.58647966384888,18.865161895752,97.0,104.0,121.0,139.0,98.0,105.0,2002.0,100.793706293706,128.503496503497,101.41958041958
4,4,8,right pMEC,311.0010380744934,331.573286087669,0.982800454280195,5.41504383087158,2.05554092276287,136.771704180064,127.623794212219,101.163987138264,3.84227705001831,7.0963282585144,20.8060989379883,132.0,143.0,120.0,138.0,97.0,105.0,2488.0,136.771704180064,127.623794212219,101.163987138264
5,5,9,left perirhinal,2981.00995016098,1420.33232820106,0.935556172306902,2.83143401145935,1.66277004187208,88.0617242536062,133.022811137202,98.3790674270379,10.378716468811,17.436975479126,29.3866500854492,82.0,97.0,118.0,148.0,88.0,107.0,26829.0,88.0617242536062,133.022811137202,98.3790674270379
6,6,10,right perirhinal,2463.0082211494446,1245.94188958099,0.943693534352709,3.02278304100037,1.5782300036387,148.851806739748,132.831506293138,98.6025172553796,9.43078708648682,15.7077074050903,28.5072231292725,142.0,155.0,119.0,147.0,91.0,106.0,24630.0,148.851806739748,132.831506293138,98.6025172553796
7,7,11,left parahippocampal,2894.009659767151,1500.72144384078,0.832716843066325,1.80603528022766,2.43845616122114,93.7104353835522,111.951278507256,103.118521078093,12.932427406311,17.7749176025391,23.3564205169678,83.0,106.0,102.0,123.0,93.0,110.0,31834.0,93.7104353835522,111.951278507256,103.118521078093
8,8,12,right parahippocampal,2810.009379386902,1452.0618602494,0.851618427088565,1.90780639648438,0.933364103119928,144.912099644128,110.889323843416,101.197508896797,12.548529624939,18.4551620483398,23.94016456604,133.0,154.0,99.0,122.0,91.0,108.0,33720.0,144.912099644128,110.889323843416,101.197508896797
9,9,13,left DG/CA3,500.0016689300537,520.143453158212,0.985882290941605,5.97229337692261,1.72065308958608,94.644,122.714,110.61,4.65103578567505,11.2637758255005,27.7773494720459,90.0,102.0,108.0,133.0,106.0,115.0,6500.0,94.644,122.714,110.61
10,10,14,right DG/CA3,621.0020728111267,644.069567479318,0.984757439231111,5.74933099746704,1.69185949566645,143.429951690821,121.404186795491,109.323671497585,5.40137958526611,13.7696304321289,31.0543193817139,133.0,149.0,104.0,132.0,105.0,118.0,8694.0,143.429951690821,121.404186795491,109.323671497585
11,11,15,left CA1,1547.0051636695862,1299.60567175765,0.983245178636309,5.48582410812378,1.72107080185733,94.5404007756949,127.126696832579,108.747899159664,7.79558372497559,19.4390277862549,42.7652015686035,86.0,107.0,106.0,141.0,100.0,117.0,23205.0,94.5404007756949,127.126696832579,108.747899159664
12,12,16,right CA1,1772.0059146881104,1459.16614219603,0.984484844918099,5.6989917755127,1.58957943769631,142.784988713318,123.035553047404,108.816027088036,8.42869567871094,21.1018943786621,48.0350685119629,131.0,152.0,103.0,139.0,101.0,117.0,28352.0,142.784988713318,123.035553047404,108.816027088036
13,13,17,left subiculum,696.0023231506348,677.722375565559,0.991440375587605,7.65929794311523,1.77835399818553,96.7341954022989,126.818965517241,106.501436781609,4.43231296539307,10.9281177520752,33.9484062194824,90.0,104.0,111.0,140.0,100.0,114.0,11832.0,96.7341954022989,126.818965517241,106.501436781609
14,14,18,right subiculum,735.002453327179,703.94346458262,0.993228564929169,8.60758018493652,1.54311332879593,140.990476190476,124.540136054422,105.67074829932,4.02928018569946,11.5433530807495,34.6823539733887,134.0,147.0,108.0,139.0,101.0,112.0,13230.0,140.990476190476,124.540136054422,105.67074829932
