,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,198300.49175459146,31711.8342111776,0.85218839134514,1.91118693351746,1.54376599787716,61.0732270639079,158.38265565983,158.581807454324,54.7827339172363,61.0577621459961,104.700042724609,20,86,95,207,116,207,198301,61.0732270639079,158.38265565983,158.581807454324
1,2,Parietal_L,Left,1,139046.6436225772,32807.3580733971,0.706618497271225,1.41323840618134,2.11583571960377,53.9765618819536,103.982890677253,167.220047897474,54.4638633728027,66.7192001342773,76.9704208374023,16,85,59,144,126,208,278094,53.9765618819536,103.982890677253,167.220047897474
2,3,Temporal_L,Left,1,121526.68852633238,22029.128262891,0.852050049679403,1.91036438941956,1.37555005049774,40.8526335711406,122.056193273923,126.351370477342,43.841983795166,56.8815002441406,83.7541656494141,13,83,67,193,92,157,364581,40.8526335711406,122.056193273923,126.351370477342
3,4,Occipital_L,Left,1,48387.87598156929,12230.2887836548,0.779663643031228,1.59693765640259,2.4647272531721,63.87430767959,76.4037984624287,141.549888402083,37.5163955688477,45.0282669067383,59.9113426208496,27,85,52,115,110,178,193552,63.87430767959,76.4037984624287,141.549888402083
4,5,BrainStem_L,Left,1,9567.975477218628,3483.82578462071,0.933128052730914,2.78129911422729,1.62314118846875,77.5765050167224,112.144230769231,106.998850334448,18.5887718200684,32.527515411377,51.7009353637695,34,86,66,128,79,136,47840,77.5765050167224,112.144230769231,106.998850334448
5,6,Cerebellum_L,Left,1,72558.81403130293,10380.9050552237,0.717206882897613,1.43500781059265,2.66871592281431,61.3439959205612,88.0590002618559,103.383453465456,40.3903541564941,46.6505584716797,57.9604759216309,29,87,60,120,78,137,435354,61.3439959205612,88.0590002618559,103.383453465456
6,7,Frontal_R,Right,2,199029.48988616467,31661.8595202926,0.868362291902794,2.01641225814819,1.60463340307782,106.839426217153,154.196719087575,160.331789177511,52.4331893920898,61.5153388977051,105.726921081543,82,149,91,205,117,206,1393210,106.839426217153,154.196719087575,160.331789177511
7,8,Parietal_R,Right,2,143585.63198912144,32014.6551667989,0.664068885298367,1.33748590946198,2.16632962619626,113.58751549594,99.9073238337999,166.442480464669,56.2242050170898,68.4030838012695,75.1990814208984,83,154,60,143,123,207,1148688,113.58751549594,99.9073238337999,166.442480464669
8,9,Temporal_R,Right,2,117288.69938832521,21016.9348428195,0.873510959201813,2.05421280860901,1.84159517018643,127.463146586636,119.00200359795,127.063833778104,41.4879760742188,56.1263618469238,85.2251358032227,83,157,65,165,93,161,1055601,127.463146586636,119.00200359795,127.063833778104
9,10,Occipital_R,Right,2,51588.86777740717,12274.9893182757,0.743671428118823,1.49578499794006,0.37697568675701,107.405377115277,72.2707360096145,139.937409137607,38.5134963989258,47.3440856933594,57.60791015625,83,143,49,109,117,173,515890,107.405377115277,72.2707360096145,139.937409137607
10,11,BrainStem_R,Right,2,11500.970522940159,3614.06250198253,0.962055593750065,3.66497039794922,1.45466869366693,89.099817407182,111.695243891835,106.143291887662,14.8517398834229,26.2739009857178,54.4311866760254,82,100,95,128,79,137,126511,89.099817407182,111.695243891835,106.143291887662
11,12,Cerebellum_R,Right,2,73941.81048667431,10685.446985414,0.705100586659552,1.41022384166718,0.0902602697350845,106.843458386303,86.4368559140948,103.841145762895,40.0331077575684,49.7495155334473,56.4556427001953,82,142,58,120,79,136,887304,106.843458386303,86.4368559140948,103.841145762895
