,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,5335.017807483673,2229.84084519411,0.951015103445449,3.23473405838013,1.30678378226186,91.9720712277413,138.629803186504,130.07985004686,11.106951713562,23.3101119995117,35.928035736084,85,102,119,157,114,143,5335,91.9720712277413,138.629803186504,130.07985004686
1,2,BN_STR_Ca_Left,5601.018695354462,2777.63026993542,0.956424678029621,3.42490172386169,1.43845157775878,101.931619353687,140.852347795037,138.676307802178,15.3795871734619,26.83962059021,52.6735763549805,83,112,105,160,113,153,11202,101.931619353687,140.852347795037,138.676307802178
2,3,BN_STR_NAC_Left,540.001802444458,379.357891737968,0.86380029642707,1.98477935791016,2.97375209472256,106.577777777778,148.366666666667,123.377777777778,6.66750717163086,9.32090377807617,13.23353099823,100,112,144,153,118,128,1620,106.577777777778,148.366666666667,123.377777777778
3,4,EXA_Left,182.00060749053955,256.509586972438,0.860849064954941,1.96517562866211,2.52631812285564,108.994505494505,140.725274725275,128.313186813187,7.58174324035645,8.2107400894165,14.8994569778442,100,113,135,146,121,135,728,108.994505494505,140.725274725275,128.313186813187
4,5,BN_GP_GPe_Left,635.0021195411682,530.04935134403,0.949808878420276,3.19661641120911,0.925123263246688,98.4346456692913,137.677165354331,128.190551181102,6.2870659828186,10.4655895233154,20.0973377227783,92,106,128,145,122,133,3175,98.4346456692913,137.677165354331,128.190551181102
5,6,BN_GP_GPi_Left,428.001428604126,349.986193707545,0.929764963874063,2.71625709533691,0.704334167881898,99.7009345794392,135.383177570093,123.455607476636,5.39315938949585,8.91381072998047,14.6492080688477,94,106,130,140,118,128,2568,99.7009345794392,135.383177570093,123.455607476636
6,7,MTg_SN_SNc_Left,144.00048065185547,221.532852385055,0.962936551658418,3.70743870735168,1.86235995650184,109.493055555556,125.736111111111,110.055555555556,3.04908084869385,10.1530952453613,11.3042802810669,106,114,121,131,106,114,1008,109.493055555556,125.736111111111,110.055555555556
7,8,MTg_RN_Left,259.0008645057678,212.227900607549,0.784683991022902,1.61317384243011,1.81188585453368,112.494208494208,124.579150579151,113.888030888031,5.98759651184082,6.63108062744141,9.65903377532959,109,116,121,129,109,118,2072,112.494208494208,124.579150579151,113.888030888031
8,9,MTg_SN_SNr_Left,272.0009078979492,339.035836597756,0.966724222263037,3.90898656845093,1.40452397783297,107.525735294118,128.029411764706,111.540441176471,3.63747620582581,11.5484256744385,14.2188453674316,103,113,122,134,106,117,2448,107.525735294118,128.029411764706,111.540441176471
9,10,MTg_VTR_PBP_Left,132.00044059753418,214.898942374357,0.978354457988237,4.8324089050293,1.98916432932324,110.121212121212,126.113636363636,112.356060606061,2.66511273384094,9.78325462341309,12.8789148330688,105,114,122,130,106,117,1320,110.121212121212,126.113636363636,112.356060606061
