,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,209441.32457506657,35935.0747682925,0.850925465774829,1.90372323989868,1.51310363870651,93.0552804847188,154.124736799385,156.548092302844,55.238395690918,62.7720336914062,105.158615112305,55,119,84,206,115,200,209441,93.0552804847188,154.124736799385,156.548092302844
1,2,Parietal_L,Left,1,145208.22503185272,32818.8186296164,0.696957406412117,1.39448142051697,2.09381367146895,88.9990358657925,93.7735937413917,154.356109856206,56.3228302001953,63.8299522399902,78.5411376953125,51,119,51,137,120,198,290416,88.9990358657925,93.7735937413917,154.356109856206
2,3,Temporal_L,Left,1,119756.18558835983,21203.9873771369,0.873269485282958,2.05238723754883,1.54285905272933,76.1726677577741,120.533367847958,118.512016099402,42.8442840576172,55.6955833435059,87.9330596923828,47,116,66,171,89,147,359268,76.1726677577741,120.533367847958,118.512016099402
3,4,Occipital_L,Left,1,51903.08043515682,13032.4429589906,0.702489055348157,1.40509712696075,2.35019876342847,100.23590158565,67.8840914783346,117.47893185365,39.7974662780762,47.3440284729004,55.9193077087402,64,124,44,110,91,153,207612,100.23590158565,67.8840914783346,117.47893185365
4,5,BrainStem_L,Left,1,9195.014249682426,3261.2746797784,0.968994953041299,4.04726362228394,2.07545091039015,112.11430125068,118.036324089179,98.7513866231648,12.7843503952026,26.5547904968262,51.7416343688965,102,118,105,134,66,127,45975,112.11430125068,118.036324089179,98.7513866231648
5,6,Cerebellum_L,Left,1,76509.11856758595,10992.8851949922,0.642910142095893,1.30558252334595,0.66166031797437,95.148204786365,91.3863728450248,88.0374596452705,41.7887229919434,52.3427238464355,54.5586280822754,62,119,60,127,64,122,459054,95.148204786365,91.3863728450248,88.0374596452705
6,7,Frontal_R,Right,2,206338.31976628304,34823.8552113627,0.875366905514125,2.06842684745789,1.58096660597734,140.034462871599,152.100117283292,157.410549680621,52.6820831298828,61.5164031982422,108.969039916992,116,177,86,205,116,200,1444366,140.034462871599,152.100117283292,157.410549680621
7,8,Parietal_R,Right,2,153737.23824942112,33569.531865668,0.663051987138643,1.33587443828583,1.54522580446452,145.886936781647,91.8980141410331,155.230991888745,57.0152244567871,68.0271530151367,76.1651840209961,115,184,47,136,121,198,1229896,145.886936781647,91.8980141410331,155.230991888745
8,9,Temporal_R,Right,2,119757.18558990955,22027.0692260262,0.851723158362925,1.90842592716217,1.7699439730385,159.735681421545,117.988217807727,119.508045458721,45.3293266296387,55.8405303955078,86.5076599121094,117,190,63,166,91,150,1077813,159.735681421545,117.988217807727,119.508045458721
9,10,Occipital_R,Right,2,54121.08387243748,13438.6991239864,0.696663177552338,1.39392566680908,0.735763126727464,142.046562332551,66.3761940836274,119.648879362909,39.9425888061523,50.3561210632324,55.6769981384277,119,176,41,108,92,155,541210,142.046562332551,66.3761940836274,119.648879362909
10,11,BrainStem_R,Right,2,10585.016403794289,3512.03114594324,0.964940007676487,3.80995154380798,1.42772530896229,122.680774681153,117.040340103921,98.4470477090222,14.0952377319336,26.8522987365723,53.7021713256836,115,134,105,134,66,127,116435,122.680774681153,117.040340103921,98.4470477090222
11,12,Cerebellum_R,Right,2,79563.12330043316,11423.7172163223,0.626451713156528,1.28293907642365,2.46144105720566,138.942372710933,88.9803049156015,89.331070975202,43.7476387023926,50.1923904418945,56.1255569458008,116,176,57,127,63,121,954756,138.942372710933,88.9803049156015,89.331070975202
