,Label,Description,Side,SideNumber,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,Frontal_L,Left,1,197195.9647386088,37840.3728541604,0.86857068272172,2.017897605896,1.56330188297073,108.217489198564,151.860818677864,166.524894014077,53.8101463317871,60.8447151184082,108.583366394043,84,148,90,204,120,210,197196,108.217489198564,151.860818677864,166.524894014077
1,2,Parietal_L,Left,1,128178.97707980963,33176.9448865442,0.693699414670604,1.38837862014771,1.07025621548109,111.482481529736,93.0247466433659,168.178734426076,55.8468246459961,61.6994667053223,77.5365371704102,83,150,50,160,118,210,256358,111.482481529736,93.0247466433659,168.178734426076
2,3,Temporal_L,Left,1,111303.98009729464,22801.21507894,0.831806385559303,1.80158793926239,1.60717765272802,125.091973334292,121.317077553367,129.641162941134,45.8209266662598,53.4536895751953,82.5504302978516,86,149,71,168,96,166,333912,125.091973334292,121.317077553367,129.641162941134
3,4,Occipital_L,Left,1,44365.9920667413,12111.7345363076,0.737803112924625,1.48144638538361,1.04414903343849,104.558625974846,71.2221971780192,132.717734301041,37.8410797119141,42.5462532043457,56.0595321655273,84,137,45,113,108,167,177464,104.558625974846,71.2221971780192,132.717734301041
4,5,BrainStem_L,Left,1,9969.998217225146,3432.65848395269,0.969610179323764,4.08738708496094,1.32581322107073,89.8995987963892,114.390772316951,108.308425275827,13.0301847457886,25.6706085205078,53.2594108581543,82,100,99,130,76,138,49850,89.8995987963892,114.390772316951,108.308425275827
5,6,Cerebellum_L,Left,1,66644.98808294583,10152.2318760172,0.662989711816133,1.33577597141266,3.09179240851312,105.399534848826,88.8451346687673,101.084567484432,39.0347671508789,49.9544219970703,52.1417045593262,83,137,58,124,78,135,399870,105.399534848826,88.8451346687673,101.084567484432
6,7,Frontal_R,Right,2,197984.9645975246,36119.239866391,0.879412256051397,2.1005711555481,1.51353635648396,61.8412556506806,150.451801904185,165.756567416723,51.6690711975098,61.9685668945312,108.534561157227,24,88,86,204,120,208,1385895,61.8412556506806,150.451801904185,165.756567416723
7,8,Parietal_R,Right,2,128853.97695911022,34032.9306196585,0.642896929463871,1.3055636882782,1.81475936921752,56.7052089962283,91.7311918915982,164.648687662005,57.1468353271484,64.3989639282227,74.6088333129883,20,86,51,137,129,208,1030832,56.7052089962283,91.7311918915982,164.648687662005
8,9,Temporal_R,Right,2,110692.98020654995,22322.8047350426,0.848022712639262,1.88693523406982,1.44940020048932,44.9903245914376,118.733461013795,127.296333101461,45.080509185791,51.9546661376953,85.0640029907227,18,86,61,166,98,157,996237,44.9903245914376,118.733461013795,127.296333101461
9,10,Occipital_R,Right,2,51862.990726173295,13380.8062093706,0.712601754706152,1.42537701129913,2.37189968686471,65.0311011703912,65.9929429458381,130.247151148217,38.7654418945312,46.8811645507812,55.25537109375,33,88,42,107,106,167,518630,65.0311011703912,65.9929429458381,130.247151148217
10,11,BrainStem_R,Right,2,10413.998137831763,3478.18288551408,0.969532483028306,4.08225297927856,1.66612552430101,79.2497599385443,113.652102938352,107.152102938352,13.7881269454956,24.2174892425537,56.28662109375,69,87,99,130,76,137,114554,79.2497599385443,113.652102938352,107.152102938352
11,12,Cerebellum_R,Right,2,67724.98788982678,10372.9002869606,0.720366003804443,1.44176530838013,0.774846777559568,62.7788261351052,87.1996751568845,98.9692875599852,38.2534675598145,49.4782180786133,55.1525230407715,32,85,55,122,76,134,812700,62.7788261351052,87.1996751568845,98.9692875599852
