,Label,Description,VolumeInMillimeters,SurfaceAreaInMillimetersSquared,Eccentricity,Elongation,Orientation,Centroid_x,Centroid_y,Centroid_z,AxesLength_x,AxesLength_y,AxesLength_z,BoundingBoxLower_x,BoundingBoxUpper_x,BoundingBoxLower_y,BoundingBoxUpper_y,BoundingBoxLower_z,BoundingBoxUpper_z,IntegratedIntensity,WeightedCentroid_x,WeightedCentroid_y,WeightedCentroid_z
0,1,BN_STR_Pu_Left,6068.0,2358.85131624134,0.950932597374137,3.23208165168762,1.23283915387771,87.2806526038233,125.676829268293,140.592946605142,12.3262691497803,21.5720558166504,39.8395080566406,79,99,103,145,125,153,6068,87.2806526038233,125.676829268293,140.592946605142
1,2,BN_STR_Ca_Left,5617.0,2690.52002294252,0.956776434664112,3.43850064277649,1.35817867804672,97.769983977212,129.858643403952,149.562577888553,15.8912334442139,26.7873954772949,54.642017364502,77,108,88,148,127,163,11234,97.769983977212,129.858643403952,149.562577888553
2,3,BN_STR_NAC_Left,537.0,372.752615620979,0.856062112164978,1.93471121788025,3.10773969016951,102.458100558659,134.014897579143,132.703910614525,6.68528366088867,9.51196956634521,12.9340934753418,96,108,130,139,128,138,1611,102.458100558659,134.014897579143,132.703910614525
3,4,EXA_Left,184.0,257.814514146807,0.908944596254863,2.39855933189392,3.05536203765199,104.554347826087,126.820652173913,139.375,6.77745962142944,9.27084541320801,16.256139755249,95,108,123,132,132,148,736,104.554347826087,126.820652173913,139.375
4,5,BN_GP_GPe_Left,832.0,619.248756378422,0.957123660077232,3.4520890712738,0.87763652225198,93.6334134615385,123.426682692308,139.258413461538,6.72677707672119,10.5401830673218,23.2214336395264,86,102,112,131,134,145,4160,93.6334134615385,123.426682692308,139.258413461538
5,6,BN_GP_GPi_Left,543.0,382.319212069534,0.90336008217178,2.3316388130188,0.691701270534302,95.3941068139963,119.830570902394,135.106813996317,6.42400121688843,8.57438945770264,14.9784498214722,89,102,113,125,130,140,3258,95.3941068139963,119.830570902394,135.106813996317
6,7,MTg_SN_SNc_Left,136.0,208.499576830257,0.95990727221714,3.56738066673279,1.30043989219793,104.110294117647,108.323529411765,124.897058823529,2.98547959327698,9.98678398132324,10.6503419876099,100,109,102,113,122,129,952,104.110294117647,108.323529411765,124.897058823529
7,8,MTg_RN_Left,280.0,220.204232306176,0.713383570731889,1.42699408531189,1.64061205017139,107.182142857143,107.071428571429,128.721428571429,6.31190729141235,7.27275800704956,9.00705432891846,104,111,103,111,125,133,2240,107.182142857143,107.071428571429,128.721428571429
8,9,MTg_SN_SNr_Left,271.0,317.467990812472,0.961203014897314,3.62526488304138,1.15004857845383,102.073800738007,110.848708487085,125.645756457565,3.8384222984314,10.4956541061401,13.9152975082397,98,107,104,117,121,129,2439,102.073800738007,110.848708487085,125.645756457565
9,10,MTg_VTR_PBP_Left,122.0,205.707596521283,0.976322897558786,4.62281799316406,2.00734267054454,105.0,108.573770491803,126.573770491803,2.73143172264099,10.1371755599976,12.6269111633301,99,109,103,113,121,131,1220,105.0,108.573770491803,126.573770491803
